CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,DistinctProducts,TenureDays,AvgItemsPerOrder,is_suspicious,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment,anomaly_score,is_anomaly,anomaly_severity,primary_anomaly_feature,anomaly_type
12418.0,113,1,668.58,19.664117647058823,407,34,113,407.0,0,2,1,3,213,6,Needs Attention,0.08546945,0,Normal,AvgItemsPerOrder,Normal
12420.0,64,1,600.39,20.70310344827586,345,29,64,345.0,0,3,1,3,313,7,About to sleep,0.020097012,0,Normal,AvgOrderValue,Normal
12421.0,16,5,806.27,17.527608695652173,483,33,319,96.6,0,4,4,3,443,11,Loyal Customer,0.010074078,0,Normal,Recency,Normal
12422.0,96,3,803.5600000000001,20.604102564102565,370,39,325,123.33333333333331,0,2,3,3,233,8,At Risk,0.0062562833,0,Normal,Frequency,Normal
12423.0,1,9,1849.11,14.67547619047619,1327,97,354,147.44444444444446,0,5,5,4,554,14,Champion,0.013451599,0,Normal,Recency,Normal
12424.0,163,2,1760.96,58.69866666666667,740,30,163,370.0,0,2,2,4,224,8,Needs Attention,0.064287625,0,Normal,AvgItemsPerOrder,Normal
12425.0,78,1,777.2,21.58888888888889,496,36,78,496.0,0,2,1,3,213,6,Needs Attention,0.031575657,0,Normal,AvgOrderValue,Normal
12426.0,195,1,582.73,19.424333333333333,258,30,195,258.0,0,1,1,3,113,5,Needs Attention,0.01562658,0,Normal,AvgItemsPerOrder,Normal
12427.0,12,5,708.37,20.239142857142856,236,26,372,47.2,0,4,4,3,443,11,Loyal Customer,0.0330663,0,Normal,AvgItemsPerOrder,Normal
12428.0,26,12,7877.2,26.25733333333333,3503,258,284,291.9166666666667,0,4,5,5,455,14,Champion,0.06339325,0,Normal,DistinctProducts,Normal
12429.0,9,4,3750.4,38.66391752577319,1557,82,366,389.25,0,5,3,5,535,13,Potential Loyalist,0.098445565,0,Normal,AvgItemsPerOrder,Normal
12430.0,43,1,256.4,23.30909090909091,117,11,43,117.0,0,3,1,2,312,6,About to sleep,0.0011096568,0,Normal,AvgOrderValue,Normal
12431.0,36,18,6416.39,26.73495833333333,2868,163,374,159.33333333333334,0,3,5,5,355,13,Loyal Customer,0.058577355,0,Normal,Monetary,Normal
12432.0,43,5,5059.32,46.84555555555556,1801,107,172,360.2,0,3,4,5,345,12,Loyal Customer,0.020388473,0,Normal,Monetary,Normal
12433.0,1,7,13375.87,31.847309523809525,11071,219,373,1581.571428571429,0,5,4,5,545,14,Champion,2.1722443,1,High Risk,AvgItemsPerOrder,Bulk Buyer / Reseller
12434.0,85,4,765.19,14.170185185185186,373,49,361,93.25,0,2,3,3,233,8,At Risk,0.012526962,0,Normal,AvgItemsPerOrder,Normal
12435.0,80,2,7829.89,217.49694444444447,2055,31,268,1027.5,0,2,2,5,225,9,Needs Attention,0.12415418,0,Normal,AvgItemsPerOrder,Normal
12436.0,100,1,509.01,31.813125,211,16,100,211.0,0,2,1,3,213,6,Needs Attention,0.008430727,0,Normal,AvgItemsPerOrder,Normal
12437.0,2,19,4896.66,24.36149253731343,2918,119,331,153.57894736842104,0,5,5,5,555,15,Champion,0.11644387,0,Normal,Frequency,Normal
12438.0,14,2,2906.85,29.66173469387755,1180,84,140,590.0,0,4,2,5,425,11,Potential Loyalist,0.09694669,0,Normal,AvgOrderValue,Normal
12441.0,367,1,173.55,15.77727272727273,121,11,367,121.0,0,1,1,1,111,3,Lost Customers,0.002591996,0,Normal,DistinctProducts,Normal
12442.0,3,1,172.06,14.338333333333331,182,12,3,182.0,0,5,1,1,511,7,New Customer,0.013862919,0,Normal,DistinctProducts,Normal
12444.0,21,5,5005.46,28.27943502824859,1155,138,171,231.0,0,4,4,5,445,13,Champion,0.02348282,0,Normal,Monetary,Normal
12445.0,22,1,133.4,33.35,62,4,22,62.0,0,4,1,1,411,6,New Customer,0.0073727923,0,Normal,AvgOrderValue,Normal
12446.0,58,1,1002.31,17.281206896551726,352,58,58,352.0,0,3,1,4,314,8,About to sleep,0.023271954,0,Normal,AvgOrderValue,Normal
12447.0,243,1,476.49,18.326538461538465,190,26,243,190.0,0,1,1,3,113,5,Needs Attention,0.0039733546,0,Normal,AvgItemsPerOrder,Normal
12448.0,44,1,449.45,20.42954545454545,243,22,44,243.0,0,3,1,2,312,6,About to sleep,0.02358108,0,Normal,AvgItemsPerOrder,Normal
12449.0,22,4,4067.29,21.29471204188481,1553,118,187,388.25,0,4,3,5,435,12,Potential Loyalist,0.017429749,0,Normal,Monetary,Normal
12450.0,156,2,197.88,24.735,128,7,173,64.0,0,2,2,1,221,5,Lost Customers,0.011715624,0,Normal,AvgItemsPerOrder,Normal
12451.0,11,6,8933.52,25.164845070422537,6455,265,325,1075.8333333333333,0,5,4,5,545,14,Champion,1.1832299,1,High Risk,DistinctProducts,Bulk Buyer / Reseller
12452.0,17,3,428.57,18.63347826086957,183,21,17,61.0,0,4,3,2,432,9,Needs Attention,0.008300593,0,Normal,AvgItemsPerOrder,Normal
12453.0,134,1,707.09,16.443953488372095,473,43,134,473.0,0,2,1,3,213,6,Needs Attention,0.12991288,0,Normal,AvgItemsPerOrder,Normal
12455.0,73,6,2466.86,27.40955555555556,2089,85,297,348.1666666666667,0,2,4,5,245,11,At Risk,0.08394315,0,Normal,AvgItemsPerOrder,Normal
12456.0,44,4,3153.89,24.44875968992248,1616,105,255,404.0,0,3,4,5,345,12,Loyal Customer,0.1508669,0,Normal,DistinctProducts,Normal
12457.0,58,12,1917.78,28.20264705882353,695,53,239,57.91666666666666,0,3,5,4,354,12,Loyal Customer,0.10001354,0,Normal,Frequency,Normal
12458.0,71,2,947.4,24.931578947368426,506,35,285,253.0,0,3,2,4,324,9,Potential Loyalist,0.021182846,0,Normal,AvgItemsPerOrder,Normal
12461.0,94,2,826.88,23.62514285714286,287,35,155,143.5,0,2,2,3,223,7,Needs Attention,0.002357429,0,Normal,DistinctProducts,Normal
12462.0,2,4,1124.01,15.61125,514,51,303,128.5,0,5,4,4,544,13,Champion,0.015783561,0,Normal,Recency,Normal
12463.0,46,7,1303.63,14.813977272727271,757,66,242,108.14285714285714,0,3,4,4,344,11,Loyal Customer,0.012738328,0,Normal,Recency,Normal
12464.0,10,8,1212.05,41.79482758620689,112,6,309,14.0,0,5,5,4,554,14,Champion,0.061191496,0,Normal,AvgItemsPerOrder,Normal
12465.0,8,3,733.89,14.39,475,46,169,158.33333333333334,0,5,3,3,533,11,Potential Loyalist,0.007747145,0,Normal,Recency,Normal
12468.0,143,3,724.0400000000001,18.101000000000003,364,36,316,121.33333333333331,0,2,3,3,233,8,At Risk,0.006737262,0,Normal,AvgItemsPerOrder,Normal
12471.0,2,49,18740.92,35.29363465160075,7965,152,373,162.55102040816325,0,5,5,5,555,15,Champion,0.41577753,1,Suspicious,Frequency,Erratic Behavior
12472.0,31,13,6229.48,15.932173913043478,4020,226,373,309.2307692307692,0,4,5,5,455,14,Champion,0.05683042,0,Normal,TenureDays,Normal
12473.0,29,9,2848.23,15.911899441340784,2363,140,192,262.55555555555554,0,4,5,5,455,14,Champion,0.024424821,0,Normal,DistinctProducts,Normal
12474.0,17,30,7116.47,15.572144420131291,4764,253,369,158.8,0,4,5,5,455,14,Champion,0.0760483,0,Normal,DistinctProducts,Normal
12475.0,54,1,723.38,20.093888888888888,535,36,54,535.0,0,3,1,3,313,7,About to sleep,0.008159887,0,Normal,AvgOrderValue,Normal
12476.0,1,20,6546.58,24.797651515151514,2337,177,361,116.85,0,5,5,5,555,15,Champion,0.107412405,0,Normal,Frequency,Normal
12477.0,23,9,13117.01,42.58769480519481,3620,192,312,402.22222222222223,0,4,5,5,455,14,Champion,0.17560819,0,Normal,Monetary,Normal
12478.0,4,1,680.99,18.91638888888889,236,36,4,236.0,0,5,1,3,513,9,Promising,0.012890946,0,Normal,Recency,Normal
12479.0,4,3,477.3,13.637142857142855,351,31,11,117.0,0,5,3,3,533,11,Potential Loyalist,0.008465289,0,Normal,Recency,Normal
12480.0,28,4,3281.63,21.30928571428572,1707,129,336,426.75,0,4,4,5,445,13,Champion,0.09299682,0,Normal,AvgItemsPerOrder,Normal
12481.0,23,11,5590.86,25.646146788990823,3290,150,366,299.09090909090907,0,4,5,5,455,14,Champion,0.06032379,0,Normal,AvgItemsPerOrder,Normal
12483.0,17,13,2327.13,28.73,1097,46,339,84.38461538461539,0,4,5,5,455,14,Champion,0.061295174,0,Normal,Frequency,Normal
12484.0,33,8,4495.27,12.843628571428573,2185,256,336,273.125,0,3,5,5,355,13,Loyal Customer,0.034046073,0,Normal,Frequency,Normal
12488.0,10,3,1298.66,23.612,529,46,76,176.33333333333334,0,5,3,4,534,12,Potential Loyalist,0.0110113025,0,Normal,DistinctProducts,Normal
12489.0,336,1,334.93,22.328666666666667,105,15,336,105.0,0,1,1,2,112,4,Lost Customers,0.0016604984,0,Normal,DistinctProducts,Normal
12490.0,5,10,5417.93,22.114,3064,131,330,306.4,0,5,5,5,555,15,Champion,0.05873053,0,Normal,DistinctProducts,Normal
12491.0,39,1,460.4,17.70769230769231,260,25,39,260.0,0,3,1,2,312,6,About to sleep,0.010120584,0,Normal,DistinctProducts,Normal
12492.0,63,2,263.21000000000004,13.160500000000004,192,19,105,96.0,0,3,2,2,322,7,About to sleep,0.004300553,0,Normal,AvgItemsPerOrder,Normal
12493.0,166,3,416.79,18.121304347826086,206,20,197,68.66666666666667,0,2,3,2,232,7,Needs Attention,0.019152777,0,Normal,AvgItemsPerOrder,Normal
12494.0,10,13,1139.35,13.563690476190478,690,63,366,53.07692307692308,0,5,5,4,554,14,Champion,0.03997901,0,Normal,DistinctProducts,Normal
12497.0,82,1,1043.1,74.50714285714285,1236,14,82,1236.0,0,2,1,4,214,7,Needs Attention,0.030930327,0,Normal,TotalItems,Normal
12498.0,21,3,403.7000000000001,17.55217391304348,159,21,58,53.0,0,4,3,2,432,9,Needs Attention,0.010024485,0,Normal,AvgItemsPerOrder,Normal
12500.0,23,13,4206.27,64.71184615384617,2671,34,334,205.46153846153845,0,4,5,5,455,14,Champion,0.12723882,0,Normal,Frequency,Normal
12501.0,315,2,2089.68,13.0605,1722,149,337,861.0,0,1,2,5,125,8,Needs Attention,0.8332768,1,Suspicious,AvgItemsPerOrder,Bulk Buyer / Reseller
12502.0,96,5,3723.87,25.332448979591835,820,102,310,164.0,0,2,4,5,245,11,At Risk,0.12154711,0,Normal,DistinctProducts,Normal
12503.0,338,1,-1126.0,-1126.0,-1,1,338,-1.0,0,1,1,1,111,3,Lost Customers,0.48583403,1,Suspicious,Recency,Ghost Customer
12504.0,18,4,114.0,7.6,51,6,30,12.75,0,4,4,1,441,9,Loyal Customer,0.024529718,0,Normal,AvgItemsPerOrder,Normal
12505.0,301,1,-4.5,-4.5,-1,1,301,-1.0,0,1,1,1,111,3,Lost Customers,0.012459663,0,Normal,AvgItemsPerOrder,Normal
12506.0,233,1,73.5,3.1956521739130435,23,23,233,23.0,0,1,1,1,111,3,Lost Customers,0.0114476,0,Normal,AvgItemsPerOrder,Normal
12507.0,134,4,1258.06,54.69826086956522,894,19,299,223.5,0,2,4,4,244,10,At Risk,0.013756368,0,Normal,AvgItemsPerOrder,Normal
12508.0,26,2,398.27,5.772028985507246,272,57,29,136.0,0,4,2,2,422,8,New Customer,0.007549693,0,Normal,AvgItemsPerOrder,Normal
12509.0,284,1,176.5,25.214285714285715,55,7,284,55.0,0,1,1,1,111,3,Lost Customers,0.007019339,0,Normal,AvgItemsPerOrder,Normal
12510.0,143,2,982.57,29.774848484848484,353,29,325,176.5,0,2,2,4,224,8,Needs Attention,0.007401025,0,Normal,Frequency,Normal
12512.0,66,2,138.03,4.059705882352941,99,31,66,49.5,0,3,2,1,321,6,About to sleep,0.014149952,0,Normal,AvgItemsPerOrder,Normal
12513.0,85,2,586.79,16.299722222222222,456,35,113,228.0,0,2,2,3,223,7,Needs Attention,0.013012315,0,Normal,AvgItemsPerOrder,Normal
12514.0,267,1,1017.68,19.954509803921567,440,51,267,440.0,0,1,1,4,114,6,Needs Attention,0.083555885,0,Normal,AvgItemsPerOrder,Normal
12515.0,353,1,383.7,23.98125,131,16,353,131.0,0,1,1,2,112,4,Lost Customers,0.0014676916,0,Normal,DistinctProducts,Normal
12516.0,78,2,1312.06,50.46384615384615,875,20,181,437.5,0,2,2,4,224,8,Needs Attention,0.11589153,0,Normal,AvgItemsPerOrder,Normal
12517.0,28,6,2464.89,8.618496503496504,1348,232,190,224.66666666666663,0,4,4,5,445,13,Champion,0.08085487,0,Normal,DistinctProducts,Normal
12518.0,1,5,2056.89,16.58782258064516,1318,84,110,263.6,0,5,4,5,545,14,Champion,0.015785838,0,Normal,Recency,Normal
12519.0,64,1,340.84,18.93555555555556,183,17,64,183.0,0,3,1,2,312,6,About to sleep,0.0045822957,0,Normal,AvgItemsPerOrder,Normal
12520.0,79,6,2582.51,16.66135483870968,1430,121,274,238.3333333333333,0,2,4,5,245,11,At Risk,0.04452718,0,Normal,Recency,Normal
12521.0,143,1,599.68,15.781052631578946,309,38,143,309.0,0,2,1,3,213,6,Needs Attention,0.03284626,0,Normal,AvgItemsPerOrder,Normal
12522.0,39,2,192.72,16.06,194,11,51,97.0,0,3,2,1,321,6,About to sleep,0.0034917148,0,Normal,AvgItemsPerOrder,Normal
12523.0,2,13,1745.57,15.86881818181818,861,84,332,66.23076923076923,0,5,5,4,554,14,Champion,0.06760025,0,Normal,Frequency,Normal
12524.0,9,8,4485.72,31.15083333333333,3699,113,334,462.375,0,5,5,5,555,15,Champion,0.05651422,0,Normal,DistinctProducts,Normal
12526.0,1,3,1316.66,18.54450704225352,632,64,94,210.66666666666663,0,5,3,4,534,12,Potential Loyalist,0.012431366,0,Normal,Recency,Normal
12527.0,82,3,348.71000000000004,19.37277777777778,234,18,326,78.0,0,2,3,2,232,7,Needs Attention,0.022393443,0,Normal,AvgItemsPerOrder,Normal
12528.0,9,8,1922.28,20.23452631578948,750,50,313,93.75,0,5,5,4,554,14,Champion,0.01832153,0,Normal,Frequency,Normal
12530.0,60,5,1623.63,23.876911764705884,900,51,337,180.0,0,3,4,4,344,11,Loyal Customer,0.008167574,0,Normal,DistinctProducts,Normal
12531.0,15,1,125.22,7.365882352941177,45,17,15,45.0,0,4,1,1,411,6,New Customer,0.008569261,0,Normal,AvgItemsPerOrder,Normal
12532.0,30,1,349.83000000000004,21.864375000000003,153,16,30,153.0,0,4,1,2,412,7,New Customer,0.002850769,0,Normal,AvgItemsPerOrder,Normal
12534.0,131,1,1089.18,17.28857142857143,651,63,131,651.0,0,2,1,4,214,7,Needs Attention,0.14209497,0,Normal,AvgOrderValue,Normal
12535.0,92,2,716.35,21.069117647058825,219,28,187,109.5,0,2,2,3,223,7,Needs Attention,0.0037802923,0,Normal,AvgItemsPerOrder,Normal
12536.0,8,5,4106.82,15.043296703296702,2652,260,59,530.4,0,5,4,5,545,14,Champion,0.581394,1,Suspicious,DistinctProducts,Bulk Buyer / Reseller
12538.0,29,1,363.95,17.33095238095238,191,21,29,191.0,0,4,1,2,412,7,New Customer,0.006211059,0,Normal,DistinctProducts,Normal
12539.0,22,5,3852.5,14.06021897810219,2066,158,334,413.2,0,4,4,5,445,13,Champion,0.12609915,0,Normal,DistinctProducts,Normal
12540.0,20,19,13309.04,27.669521829521827,6677,278,362,351.42105263157896,0,4,5,5,455,14,Champion,0.12624663,0,Normal,DistinctProducts,Normal
12541.0,30,3,981.18,18.86884615384616,680,46,281,226.66666666666663,0,4,3,4,434,11,Potential Loyalist,0.015260957,0,Normal,AvgItemsPerOrder,Normal
12544.0,30,2,355.7,17.785,132,19,36,66.0,0,4,2,2,422,8,New Customer,0.0055493084,0,Normal,AvgItemsPerOrder,Normal
12545.0,75,2,1000.39,20.0078,523,42,260,261.5,0,2,2,4,224,8,Needs Attention,0.024460573,0,Normal,AvgItemsPerOrder,Normal
12546.0,47,3,1141.5,16.307142857142857,617,59,78,205.66666666666663,0,3,3,4,334,10,Potential Loyalist,0.010468325,0,Normal,Recency,Normal
12547.0,198,2,207.8,25.975,134,7,281,67.0,0,1,2,1,121,4,Lost Customers,0.04083938,0,Normal,AvgItemsPerOrder,Normal
12548.0,166,1,95.2,19.04,49,5,166,49.0,0,2,1,1,211,4,Lost Customers,0.005306879,0,Normal,AvgItemsPerOrder,Normal
12550.0,79,1,964.83,16.92684210526316,569,57,79,569.0,0,2,1,4,214,7,Needs Attention,0.038688842,0,Normal,AvgOrderValue,Normal
12551.0,358,1,168.0,16.8,100,10,358,100.0,0,1,1,1,111,3,Lost Customers,0.0028755239,0,Normal,DistinctProducts,Normal
12552.0,39,2,437.82,21.891,88,20,40,44.0,0,3,2,2,322,7,About to sleep,0.009238441,0,Normal,AvgItemsPerOrder,Normal
12553.0,8,14,3652.25,18.633928571428573,1924,95,330,137.42857142857142,0,5,5,5,555,15,Champion,0.06491907,0,Normal,Frequency,Normal
12556.0,50,2,603.71,4.989338842975207,358,100,151,179.0,0,3,2,3,323,8,Potential Loyalist,0.026158286,0,Normal,Frequency,Normal
12557.0,16,5,11990.96,363.36242424242425,4384,15,372,876.8,0,4,4,5,445,13,Champion,0.2261717,0,Normal,TenureDays,Normal
12559.0,311,3,536.21,24.37318181818182,281,21,320,93.66666666666669,0,1,3,3,133,7,At Risk,0.010876249,0,Normal,AvgItemsPerOrder,Normal
12560.0,5,4,2101.39,18.93144144144144,1078,92,143,269.5,0,5,4,5,545,14,Champion,0.016433194,0,Normal,Recency,Normal
12561.0,303,1,238.85,14.928125,177,16,303,177.0,0,1,1,1,111,3,Lost Customers,0.004171979,0,Normal,AvgItemsPerOrder,Normal
12562.0,8,7,3781.74,22.510357142857146,1779,99,199,254.1428571428572,0,5,4,5,545,14,Champion,0.046346433,0,Normal,DistinctProducts,Normal
12564.0,261,1,456.9,21.757142857142856,133,21,261,133.0,0,1,1,2,112,4,Lost Customers,0.00035650772,0,Normal,TenureDays,Normal
12565.0,282,2,131.17,13.117,75,9,289,37.5,0,1,2,1,121,4,Lost Customers,0.0120196575,0,Normal,AvgItemsPerOrder,Normal
12566.0,73,2,346.7,17.335,264,19,86,132.0,0,2,2,2,222,6,Lost Customers,0.0012015125,0,Normal,AvgOrderValue,Normal
12567.0,23,11,9114.94,19.68669546436285,4089,323,370,371.7272727272728,0,4,5,5,455,14,Champion,0.2274313,0,Normal,DistinctProducts,Normal
12569.0,2,35,4064.99,21.282670157068065,1793,92,252,51.22857142857143,0,5,5,5,555,15,Champion,0.9858085,1,Suspicious,Frequency,Erratic Behavior
12571.0,40,2,519.61,15.28264705882353,523,31,122,261.5,0,3,2,3,323,8,Potential Loyalist,0.023249188,0,Normal,AvgItemsPerOrder,Normal
12572.0,9,3,1004.72,16.205161290322582,450,53,52,150.0,0,5,3,4,534,12,Potential Loyalist,0.0035461504,0,Normal,Recency,Normal
