InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV701516,TH-BOOT,Chelsea Boots,1,2025-05-27 19:00,160.98,10281,United Kingdom
INV701008,TH-TSHIRT,Cotton Tee,3,2025-05-29 09:00,24.03,10182,United Kingdom
INV700190,TH-HOOD,Pullover Hoodie,3,2025-05-30 12:00,65.77,10031,United Kingdom
INV700190,TH-BAG,Canvas Tote Bag,1,2025-05-30 12:00,45.16,10031,United Kingdom
INV700190,TH-JACK,Denim Jacket,1,2025-05-30 12:00,96.79,10031,United Kingdom
INV701342,TH-SHORT,Chino Shorts,3,2025-05-30 14:00,39.53,10241,United Kingdom
INV701520,TH-BAG,Canvas Tote Bag,3,2025-05-30 19:00,42.71,10281,United Kingdom
INV701520,TH-JEAN,Slim Fit Jeans,3,2025-05-30 19:00,82.18,10281,United Kingdom
INV700192,TH-COAT,Wool Overcoat,3,2025-05-31 16:00,185.04,10031,United Kingdom
INV700192,TH-TSHIRT,Cotton Tee,3,2025-05-31 16:00,22.42,10031,United Kingdom
INV700193,TH-BOOT,Chelsea Boots,1,2025-06-01 12:00,146.36,10031,United Kingdom
INV701659,TH-BOOT,Chelsea Boots,3,2025-06-01 13:00,154.72,10309,United Kingdom
INV701659,TH-SHOE,Leather Sneakers,2,2025-06-01 13:00,125.76,10309,United Kingdom
INV701659,TH-JACK,Denim Jacket,1,2025-06-01 13:00,105.82,10309,United Kingdom
INV700194,TH-HAT,Wool Beanie,2,2025-06-01 19:00,20.37,10031,United Kingdom
INV700456,TH-JACK,Denim Jacket,3,2025-06-02 08:00,89.76,10081,United States
INV700456,TH-CHINO,Stretch Chinos,3,2025-06-02 08:00,64.85,10081,United States
INV700456,TH-JACK,Denim Jacket,3,2025-06-02 08:00,103.45,10081,United States
INV700951,TH-HOOD,Pullover Hoodie,3,2025-06-02 13:00,64.91,10171,United Kingdom
INV700951,TH-CHINO,Stretch Chinos,3,2025-06-02 13:00,61.91,10171,United Kingdom
INV701518,TH-JACK,Denim Jacket,3,2025-06-02 17:00,107.28,10281,United Kingdom
INV701657,TH-JEAN,Slim Fit Jeans,1,2025-06-04 12:00,83.16,10308,United Kingdom
INV701657,TH-COAT,Wool Overcoat,2,2025-06-04 12:00,177.97,10308,United Kingdom
INV701657,TH-SOCK,Sock 3-Pack,3,2025-06-04 12:00,16.5,10308,United Kingdom
INV701059,TH-COAT,Wool Overcoat,3,2025-06-04 19:00,181.53,10192,United Kingdom
INV701059,TH-SCARF,Merino Scarf,1,2025-06-04 19:00,40.42,10192,United Kingdom
INV701059,TH-SOCK,Sock 3-Pack,3,2025-06-04 19:00,14.34,10192,United Kingdom
INV700520,TH-JACK,Denim Jacket,1,2025-06-05 12:00,92.89,10092,United Kingdom
INV700520,TH-SHIRT,Oxford Shirt,3,2025-06-05 12:00,56.02,10092,United Kingdom
INV700948,TH-SHIRT,Oxford Shirt,1,2025-06-05 15:00,53.39,10171,United Kingdom
INV700948,TH-SHOE,Leather Sneakers,1,2025-06-05 15:00,114.78,10171,United Kingdom
INV701515,TH-SHOE,Leather Sneakers,1,2025-06-06 09:00,128.1,10281,United Kingdom
INV701515,TH-SHOE,Leather Sneakers,3,2025-06-06 09:00,128.4,10281,United Kingdom
INV700594,TH-BELT,Leather Belt,3,2025-06-07 08:00,37.23,10107,United Kingdom
INV700594,TH-HAT,Wool Beanie,1,2025-06-07 08:00,20.59,10107,United Kingdom
INV700594,TH-SCARF,Merino Scarf,3,2025-06-07 08:00,41.01,10107,United Kingdom
INV701006,TH-CHINO,Stretch Chinos,1,2025-06-07 12:00,64.69,10182,United Kingdom
INV701006,TH-SHOE,Leather Sneakers,3,2025-06-07 12:00,124.25,10182,United Kingdom
INV701006,TH-SHOE,Leather Sneakers,3,2025-06-07 12:00,129.57,10182,United Kingdom
INV700459,TH-HAT,Wool Beanie,2,2025-06-07 14:00,21.51,10081,United States
INV700191,TH-SOCK,Sock 3-Pack,3,2025-06-08 15:00,14.84,10031,United Kingdom
INV700191,TH-JACK,Denim Jacket,3,2025-06-08 15:00,94.32,10031,United Kingdom
INV700191,TH-CHINO,Stretch Chinos,1,2025-06-08 15:00,64.28,10031,United Kingdom
INV701517,TH-BOOT,Chelsea Boots,1,2025-06-09 19:00,156.95,10281,United Kingdom
INV700034,TH-JEAN,Slim Fit Jeans,1,2025-06-10 08:00,82.01,10005,United Kingdom
INV700034,TH-COAT,Wool Overcoat,1,2025-06-10 08:00,177.5,10005,United Kingdom
INV700034,TH-TSHIRT,Cotton Tee,1,2025-06-10 08:00,26.55,10005,United Kingdom
INV701660,TH-SHORT,Chino Shorts,2,2025-06-10 09:00,41.41,10309,United Kingdom
INV701660,TH-BELT,Leather Belt,3,2025-06-10 09:00,36.58,10309,United Kingdom
INV700982,TH-SHIRT,Oxford Shirt,1,2025-06-10 15:00,53.37,10176,United Kingdom
INV700982,TH-SHIRT,Oxford Shirt,1,2025-06-10 15:00,53.92,10176,United Kingdom
INV701167,TH-SCARF,Merino Scarf,2,2025-06-10 17:00,38.9,10210,United Kingdom
INV701167,TH-JACK,Denim Jacket,1,2025-06-10 17:00,92.98,10210,United Kingdom
INV700185,TH-SHORT,Chino Shorts,1,2025-06-11 09:00,42.05,10029,United Kingdom
INV700185,TH-SHOE,Leather Sneakers,2,2025-06-11 09:00,123.25,10029,United Kingdom
INV700185,TH-JACK,Denim Jacket,2,2025-06-11 09:00,86.25,10029,United Kingdom
INV701467,TH-SCARF,Merino Scarf,2,2025-06-11 18:00,38.03,10272,United Kingdom
INV701467,TH-BAG,Canvas Tote Bag,2,2025-06-11 18:00,42.22,10272,United Kingdom
INV701458,TH-BELT,Leather Belt,3,2025-06-12 14:00,33.11,10270,United Kingdom
INV700945,TH-JEAN,Slim Fit Jeans,3,2025-06-12 14:00,82.95,10171,United Kingdom
INV701666,TH-BAG,Canvas Tote Bag,2,2025-06-12 15:00,47.84,10309,United Kingdom
INV701666,TH-SHOE,Leather Sneakers,3,2025-06-12 15:00,121.62,10309,United Kingdom
INV701666,TH-HOOD,Pullover Hoodie,1,2025-06-12 15:00,66.95,10309,United Kingdom
INV701658,TH-SCARF,Merino Scarf,2,2025-06-13 08:00,37.22,10309,United Kingdom
INV701658,TH-HAT,Wool Beanie,1,2025-06-13 08:00,21.78,10309,United Kingdom
INV701658,TH-JACK,Denim Jacket,3,2025-06-13 08:00,94.03,10309,United Kingdom
INV701063,TH-SHORT,Chino Shorts,1,2025-06-13 10:00,39.18,10192,United Kingdom
INV701063,TH-BOOT,Chelsea Boots,1,2025-06-13 10:00,145.51,10192,United Kingdom
INV701063,TH-SOCK,Sock 3-Pack,2,2025-06-13 10:00,15.51,10192,United Kingdom
INV701067,TH-SHOE,Leather Sneakers,1,2025-06-13 12:00,125.47,10192,United Kingdom
INV701067,TH-CHINO,Stretch Chinos,2,2025-06-13 12:00,64.9,10192,United Kingdom
INV701181,TH-JACK,Denim Jacket,1,2025-06-13 19:00,101.37,10212,United Kingdom
INV700932,TH-BELT,Leather Belt,2,2025-06-15 16:00,34.91,10168,United Kingdom
INV701662,TH-CHINO,Stretch Chinos,2,2025-06-17 08:00,60.38,10309,United Kingdom
INV701662,TH-CHINO,Stretch Chinos,2,2025-06-17 08:00,66.46,10309,United Kingdom
INV700587,TH-SCARF,Merino Scarf,3,2025-06-19 15:00,38.87,10107,United Kingdom
INV700587,TH-JEAN,Slim Fit Jeans,3,2025-06-19 15:00,79.11,10107,United Kingdom
INV700931,TH-SCARF,Merino Scarf,3,2025-06-19 18:00,39.18,10168,United Kingdom
INV700931,TH-COAT,Wool Overcoat,1,2025-06-19 18:00,185.62,10168,United Kingdom
INV700931,TH-COAT,Wool Overcoat,2,2025-06-19 18:00,211.74,10168,United Kingdom
INV700181,TH-SHIRT,Oxford Shirt,1,2025-06-21 08:00,56.38,10029,United Kingdom
INV700957,TH-BELT,Leather Belt,1,2025-06-22 08:00,33.98,10173,United Kingdom
INV700957,TH-SCARF,Merino Scarf,1,2025-06-22 08:00,37.73,10173,United Kingdom
INV700957,TH-BELT,Leather Belt,1,2025-06-22 08:00,33.15,10173,United Kingdom
INV701705,TH-SHOE,Leather Sneakers,2,2025-06-22 08:00,126.47,10316,United Kingdom
INV701009,TH-BELT,Leather Belt,2,2025-06-22 18:00,32.56,10182,United Kingdom
INV701009,TH-BELT,Leather Belt,2,2025-06-22 18:00,35.96,10182,United Kingdom
INV701009,TH-SOCK,Sock 3-Pack,2,2025-06-22 18:00,15.3,10182,United Kingdom
INV700615,TH-TSHIRT,Cotton Tee,2,2025-06-22 19:00,24.09,10112,United Kingdom
INV700615,TH-SHOE,Leather Sneakers,3,2025-06-22 19:00,135.48,10112,United Kingdom
INV700615,TH-HAT,Wool Beanie,1,2025-06-22 19:00,22.54,10112,United Kingdom
INV700984,TH-BELT,Leather Belt,2,2025-06-23 20:00,34.86,10176,United Kingdom
INV700984,TH-SOCK,Sock 3-Pack,2,2025-06-23 20:00,15.15,10176,United Kingdom
INV701003,TH-BAG,Canvas Tote Bag,3,2025-06-24 11:00,47.53,10182,United Kingdom
INV701702,TH-JACK,Denim Jacket,3,2025-06-27 11:00,109.1,10316,United Kingdom
INV701229,TH-BAG,Canvas Tote Bag,3,2025-06-27 20:00,44.4,10219,United Kingdom
INV701004,TH-JEAN,Slim Fit Jeans,2,2025-06-28 09:00,78.29,10182,United Kingdom
INV700831,TH-CHINO,Stretch Chinos,1,2025-06-28 12:00,71.31,10151,United Kingdom
INV700831,TH-SCARF,Merino Scarf,3,2025-06-28 12:00,37.74,10151,United Kingdom
INV701256,TH-SHORT,Chino Shorts,1,2025-06-29 10:00,42.55,10223,United Kingdom
INV701256,TH-SHOE,Leather Sneakers,1,2025-06-29 10:00,125.9,10223,United Kingdom
INV701256,TH-SHORT,Chino Shorts,2,2025-06-29 10:00,41.33,10223,United Kingdom
INV700457,TH-CHINO,Stretch Chinos,3,2025-06-29 12:00,70.47,10081,United States
INV700802,TH-BELT,Leather Belt,3,2025-06-29 18:00,36.6,10143,United Kingdom
INV700802,TH-SHORT,Chino Shorts,3,2025-06-29 18:00,42.48,10143,United Kingdom
INV700435,TH-SCARF,Merino Scarf,1,2025-06-29 18:00,38.64,10077,United Kingdom
INV700435,TH-BOOT,Chelsea Boots,2,2025-06-29 18:00,167.74,10077,United Kingdom
INV700802,TH-JEAN,Slim Fit Jeans,1,2025-06-29 18:00,74.05,10143,United Kingdom
INV701469,TH-CHINO,Stretch Chinos,1,2025-06-30 14:00,55.17,10272,United Kingdom
INV701469,TH-SHIRT,Oxford Shirt,1,2025-06-30 14:00,54.79,10272,United Kingdom
INV701469,TH-BOOT,Chelsea Boots,1,2025-06-30 14:00,144.15,10272,United Kingdom
INV700836,TH-SCARF,Merino Scarf,1,2025-06-30 15:00,37.51,10151,United Kingdom
INV700836,TH-SCARF,Merino Scarf,2,2025-06-30 15:00,39.71,10151,United Kingdom
INV700836,TH-TSHIRT,Cotton Tee,1,2025-06-30 15:00,22.33,10151,United Kingdom
INV700458,TH-JEAN,Slim Fit Jeans,3,2025-06-30 18:00,79.05,10081,United States
INV700458,TH-JACK,Denim Jacket,2,2025-06-30 18:00,99.46,10081,United States
INV700469,TH-BELT,Leather Belt,2,2025-06-30 19:00,34.2,10084,United Kingdom
INV700469,TH-HAT,Wool Beanie,1,2025-06-30 19:00,22.22,10084,United Kingdom
INV701235,TH-JEAN,Slim Fit Jeans,2,2025-07-01 08:00,84.51,10220,United Kingdom
INV700612,TH-HOOD,Pullover Hoodie,3,2025-07-01 20:00,68.68,10112,United Kingdom
INV700612,TH-TSHIRT,Cotton Tee,1,2025-07-01 20:00,24.77,10112,United Kingdom
INV700612,TH-TSHIRT,Cotton Tee,3,2025-07-01 20:00,24.99,10112,United Kingdom
INV701678,TH-CHINO,Stretch Chinos,3,2025-07-02 10:00,59.57,10312,United Kingdom
INV701678,TH-BELT,Leather Belt,3,2025-07-02 10:00,34.09,10312,United Kingdom
INV700979,TH-BOOT,Chelsea Boots,2,2025-07-02 17:00,166.89,10176,United Kingdom
INV700979,TH-SCARF,Merino Scarf,2,2025-07-02 17:00,41.01,10176,United Kingdom
INV700597,TH-SOCK,Sock 3-Pack,1,2025-07-02 18:00,16.26,10107,United Kingdom
INV700597,TH-CHINO,Stretch Chinos,3,2025-07-02 18:00,62.28,10107,United Kingdom
INV700597,TH-SCARF,Merino Scarf,2,2025-07-02 18:00,37.51,10107,United Kingdom
INV701474,TH-JEAN,Slim Fit Jeans,2,2025-07-04 10:00,76.43,10273,United Kingdom
INV701474,TH-HAT,Wool Beanie,3,2025-07-04 10:00,23.6,10273,United Kingdom
INV700943,TH-SHOE,Leather Sneakers,3,2025-07-04 12:00,121.09,10171,United Kingdom
INV700944,TH-HOOD,Pullover Hoodie,3,2025-07-05 09:00,68.12,10171,United Kingdom
INV701412,TH-SHORT,Chino Shorts,2,2025-07-05 09:00,40.76,10261,United Kingdom
INV700944,TH-JEAN,Slim Fit Jeans,2,2025-07-05 09:00,74.78,10171,United Kingdom
INV701412,TH-SHOE,Leather Sneakers,1,2025-07-05 09:00,118.76,10261,United Kingdom
INV701065,TH-JACK,Denim Jacket,1,2025-07-05 11:00,98.59,10192,United Kingdom
INV701065,TH-JACK,Denim Jacket,2,2025-07-05 11:00,92.38,10192,United Kingdom
INV701065,TH-COAT,Wool Overcoat,1,2025-07-05 11:00,188.66,10192,United Kingdom
INV701239,TH-TSHIRT,Cotton Tee,1,2025-07-05 14:00,22.59,10220,United Kingdom
INV700437,TH-SHORT,Chino Shorts,1,2025-07-06 08:00,38.46,10077,United Kingdom
INV701619,TH-JACK,Denim Jacket,2,2025-07-06 17:00,99.62,10300,United Kingdom
INV701619,TH-TSHIRT,Cotton Tee,1,2025-07-06 17:00,24.44,10300,United Kingdom
INV701619,TH-SOCK,Sock 3-Pack,1,2025-07-06 17:00,14.59,10300,United Kingdom
INV701449,TH-JEAN,Slim Fit Jeans,1,2025-07-06 19:00,80.27,10269,United Kingdom
INV701449,TH-SHOE,Leather Sneakers,3,2025-07-06 19:00,120.99,10269,United Kingdom
INV701449,TH-SHOE,Leather Sneakers,2,2025-07-06 19:00,125.28,10269,United Kingdom
INV700253,TH-BOOT,Chelsea Boots,1,2025-07-07 08:00,168.17,10045,United Kingdom
INV700253,TH-HAT,Wool Beanie,3,2025-07-07 08:00,21.51,10045,United Kingdom
INV700052,TH-HOOD,Pullover Hoodie,2,2025-07-08 11:00,65.52,10009,United Kingdom
INV700052,TH-HAT,Wool Beanie,3,2025-07-08 11:00,21.98,10009,United Kingdom
INV700051,TH-CHINO,Stretch Chinos,2,2025-07-09 08:00,64.07,10009,United Kingdom
INV700051,TH-JACK,Denim Jacket,2,2025-07-09 08:00,103.33,10009,United Kingdom
INV701255,TH-SOCK,Sock 3-Pack,1,2025-07-09 09:00,15.53,10223,United Kingdom
INV701255,TH-SOCK,Sock 3-Pack,2,2025-07-09 09:00,14.95,10223,United Kingdom
INV701601,TH-BAG,Canvas Tote Bag,2,2025-07-09 12:00,45.1,10295,United Kingdom
INV701601,TH-BAG,Canvas Tote Bag,1,2025-07-09 12:00,49.15,10295,United Kingdom
INV701339,TH-BOOT,Chelsea Boots,3,2025-07-09 15:00,148.92,10241,United Kingdom
INV700833,TH-BAG,Canvas Tote Bag,3,2025-07-09 16:00,42.13,10151,United Kingdom
INV700833,TH-SHIRT,Oxford Shirt,1,2025-07-09 16:00,57.81,10151,United Kingdom
INV700833,TH-SOCK,Sock 3-Pack,3,2025-07-09 16:00,14.87,10151,United Kingdom
INV701451,TH-SHORT,Chino Shorts,2,2025-07-09 20:00,45.02,10269,United Kingdom
INV701451,TH-HOOD,Pullover Hoodie,3,2025-07-09 20:00,71.29,10269,United Kingdom
INV701296,TH-JEAN,Slim Fit Jeans,3,2025-07-10 09:00,79.15,10234,United Kingdom
INV701296,TH-HAT,Wool Beanie,3,2025-07-10 09:00,22.42,10234,United Kingdom
INV701296,TH-HAT,Wool Beanie,1,2025-07-10 09:00,20.66,10234,United Kingdom
INV701007,TH-BELT,Leather Belt,2,2025-07-10 16:00,36.27,10182,United Kingdom
INV701007,TH-BOOT,Chelsea Boots,1,2025-07-10 16:00,168.75,10182,United Kingdom
INV700255,TH-BAG,Canvas Tote Bag,2,2025-07-10 18:00,43.32,10045,United Kingdom
INV700255,TH-SHORT,Chino Shorts,2,2025-07-10 18:00,43.47,10045,United Kingdom
INV700613,TH-BOOT,Chelsea Boots,1,2025-07-10 18:00,170.32,10112,United Kingdom
INV701179,TH-JEAN,Slim Fit Jeans,1,2025-07-11 15:00,78.17,10212,United Kingdom
INV700452,TH-SHORT,Chino Shorts,3,2025-07-12 18:00,45.62,10080,United Kingdom
INV700452,TH-SHIRT,Oxford Shirt,1,2025-07-12 18:00,56.48,10080,United Kingdom
INV700321,TH-JEAN,Slim Fit Jeans,3,2025-07-12 19:00,77.53,10057,United Kingdom
INV700321,TH-BAG,Canvas Tote Bag,3,2025-07-12 19:00,45.49,10057,United Kingdom
INV701605,TH-COAT,Wool Overcoat,2,2025-07-13 09:00,184.74,10295,United Kingdom
INV701605,TH-HAT,Wool Beanie,1,2025-07-13 09:00,22.55,10295,United Kingdom
INV701605,TH-SCARF,Merino Scarf,1,2025-07-13 09:00,38.38,10295,United Kingdom
INV701602,TH-COAT,Wool Overcoat,1,2025-07-13 15:00,204.44,10295,United Kingdom
INV701602,TH-CHINO,Stretch Chinos,3,2025-07-13 15:00,61.47,10295,United Kingdom
INV701602,TH-SHOE,Leather Sneakers,2,2025-07-13 15:00,113.5,10295,United Kingdom
INV701046,TH-COAT,Wool Overcoat,2,2025-07-14 10:00,172.04,10188,United Kingdom
INV701046,TH-SOCK,Sock 3-Pack,3,2025-07-14 10:00,16.06,10188,United Kingdom
INV701176,TH-SCARF,Merino Scarf,1,2025-07-14 13:00,37.34,10211,United Kingdom
INV700295,TH-TSHIRT,Cotton Tee,2,2025-07-14 16:00,25.9,10054,United Kingdom
INV700295,TH-SOCK,Sock 3-Pack,1,2025-07-14 16:00,15.56,10054,United Kingdom
INV700956,TH-HAT,Wool Beanie,2,2025-07-14 18:00,22.17,10173,United Kingdom
INV700956,TH-SHORT,Chino Shorts,3,2025-07-14 18:00,41.45,10173,United Kingdom
INV700956,TH-JACK,Denim Jacket,1,2025-07-14 18:00,98.72,10173,United Kingdom
INV700950,TH-SCARF,Merino Scarf,3,2025-07-15 10:00,39.97,10171,United Kingdom
INV700950,TH-SHORT,Chino Shorts,2,2025-07-15 10:00,40.57,10171,United Kingdom
INV700950,TH-SHIRT,Oxford Shirt,3,2025-07-15 10:00,54.86,10171,United Kingdom
INV701061,TH-SHOE,Leather Sneakers,3,2025-07-15 13:00,122.77,10192,United Kingdom
INV700300,TH-TSHIRT,Cotton Tee,3,2025-07-16 09:00,24.07,10054,United Kingdom
INV701413,TH-HOOD,Pullover Hoodie,1,2025-07-16 09:00,67.7,10261,United Kingdom
INV700300,TH-BELT,Leather Belt,2,2025-07-16 09:00,34.51,10054,United Kingdom
INV701413,TH-HOOD,Pullover Hoodie,3,2025-07-16 09:00,63.4,10261,United Kingdom
INV700436,TH-BAG,Canvas Tote Bag,1,2025-07-17 11:00,42.53,10077,United Kingdom
INV700364,TH-JACK,Denim Jacket,3,2025-07-17 11:00,103.07,10065,United Kingdom
INV700364,TH-CHINO,Stretch Chinos,1,2025-07-17 11:00,59.69,10065,United Kingdom
INV700364,TH-SHORT,Chino Shorts,2,2025-07-17 11:00,38.7,10065,United Kingdom
INV700032,TH-SOCK,Sock 3-Pack,3,2025-07-17 12:00,14.15,10005,United Kingdom
INV700032,TH-BOOT,Chelsea Boots,2,2025-07-17 12:00,153.21,10005,United Kingdom
INV700617,TH-BAG,Canvas Tote Bag,1,2025-07-17 13:00,38.96,10112,United Kingdom
INV700362,TH-HOOD,Pullover Hoodie,2,2025-07-17 13:00,68.23,10065,United Kingdom
INV700617,TH-SCARF,Merino Scarf,3,2025-07-17 13:00,38.19,10112,United Kingdom
INV701082,TH-SCARF,Merino Scarf,2,2025-07-17 17:00,34.85,10196,United Kingdom
INV701082,TH-TSHIRT,Cotton Tee,3,2025-07-17 17:00,24.34,10196,United Kingdom
INV701082,TH-JACK,Denim Jacket,2,2025-07-17 17:00,97.16,10196,United Kingdom
INV700616,TH-SCARF,Merino Scarf,2,2025-07-18 15:00,38.85,10112,United Kingdom
INV700588,TH-COAT,Wool Overcoat,2,2025-07-19 13:00,205.8,10107,United Kingdom
INV700942,TH-HAT,Wool Beanie,1,2025-07-19 18:00,22.04,10171,United Kingdom
INV700942,TH-JACK,Denim Jacket,2,2025-07-19 18:00,100.33,10171,United Kingdom
INV700297,TH-TSHIRT,Cotton Tee,1,2025-07-21 11:00,21.36,10054,United Kingdom
INV700297,TH-COAT,Wool Overcoat,2,2025-07-21 11:00,215.65,10054,United Kingdom
INV701170,TH-HAT,Wool Beanie,3,2025-07-21 15:00,22.24,10211,United Kingdom
INV701170,TH-SHORT,Chino Shorts,3,2025-07-21 15:00,42.63,10211,United Kingdom
INV701170,TH-SHIRT,Oxford Shirt,3,2025-07-21 15:00,51.1,10211,United Kingdom
INV700450,TH-BOOT,Chelsea Boots,3,2025-07-21 16:00,159.39,10080,United Kingdom
INV700795,TH-BAG,Canvas Tote Bag,2,2025-07-22 13:00,49.35,10143,United Kingdom
INV701414,TH-HAT,Wool Beanie,3,2025-07-22 19:00,23.03,10261,United Kingdom
INV701414,TH-HAT,Wool Beanie,2,2025-07-22 19:00,23.01,10261,United Kingdom
INV700780,TH-HAT,Wool Beanie,2,2025-07-23 18:00,23.03,10141,United Kingdom
INV700780,TH-BELT,Leather Belt,1,2025-07-23 18:00,34.43,10141,United Kingdom
INV700792,TH-COAT,Wool Overcoat,1,2025-07-23 19:00,180.05,10143,United Kingdom
INV700792,TH-SCARF,Merino Scarf,3,2025-07-23 19:00,39.88,10143,United Kingdom
INV700792,TH-SOCK,Sock 3-Pack,2,2025-07-23 19:00,14.66,10143,United Kingdom
INV701178,TH-TSHIRT,Cotton Tee,1,2025-07-24 15:00,24.44,10211,United Kingdom
INV701178,TH-CHINO,Stretch Chinos,3,2025-07-24 15:00,65.58,10211,United Kingdom
INV701178,TH-SHOE,Leather Sneakers,2,2025-07-24 15:00,123.71,10211,United Kingdom
INV701086,TH-SCARF,Merino Scarf,2,2025-07-24 16:00,36.54,10196,United Kingdom
INV701086,TH-HAT,Wool Beanie,3,2025-07-24 16:00,23.1,10196,United Kingdom
INV701086,TH-HOOD,Pullover Hoodie,1,2025-07-24 16:00,75.99,10196,United Kingdom
INV700614,TH-TSHIRT,Cotton Tee,2,2025-07-24 18:00,24.69,10112,United Kingdom
INV700614,TH-TSHIRT,Cotton Tee,1,2025-07-24 18:00,25.05,10112,United Kingdom
INV700614,TH-HOOD,Pullover Hoodie,2,2025-07-24 18:00,76.13,10112,United Kingdom
INV701070,TH-JEAN,Slim Fit Jeans,2,2025-07-25 12:00,80.58,10192,United Kingdom
INV701070,TH-JACK,Denim Jacket,1,2025-07-25 12:00,90.1,10192,United Kingdom
INV701070,TH-HAT,Wool Beanie,1,2025-07-25 12:00,23.15,10192,United Kingdom
INV701252,TH-HAT,Wool Beanie,1,2025-07-25 13:00,23.0,10223,United Kingdom
INV701252,TH-SHOE,Leather Sneakers,1,2025-07-25 13:00,132.41,10223,United Kingdom
INV700947,TH-BOOT,Chelsea Boots,2,2025-07-25 14:00,174.82,10171,United Kingdom
INV701324,TH-COAT,Wool Overcoat,1,2025-07-25 15:00,191.3,10239,France
INV701062,TH-BAG,Canvas Tote Bag,2,2025-07-25 15:00,48.32,10192,United Kingdom
INV701062,TH-HOOD,Pullover Hoodie,3,2025-07-25 15:00,70.04,10192,United Kingdom
INV701062,TH-SHOE,Leather Sneakers,3,2025-07-25 15:00,120.1,10192,United Kingdom
INV701324,TH-SHOE,Leather Sneakers,3,2025-07-25 15:00,129.64,10239,France
INV701324,TH-COAT,Wool Overcoat,2,2025-07-25 15:00,196.24,10239,France
INV700293,TH-JACK,Denim Jacket,3,2025-07-26 09:00,101.07,10054,United Kingdom
