InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV100067,TH-SHORT,Chino Shorts,4,2026-02-20 03:00,32.55,17004,United Kingdom
INV100478,TH-SHOE,Canvas Sneakers,2,2026-01-15 06:00,45.25,17034,United Kingdom
INV100712,TH-SHOE,Canvas Sneakers,1,2026-04-09 03:00,39.17,17068,United Kingdom
INV100061,TH-SHOE,Canvas Sneakers,4,2025-06-25 21:00,52.95,17004,United Kingdom
INV100996,TH-SHORT,Chino Shorts,1,2024-12-15 08:00,36.6,17120,United Kingdom
INV100331,TH-JEAN,Slim Fit Jeans,1,2026-03-01 03:00,47.74,17021,United Kingdom
INV100465,TH-HOOD,Fleece Hoodie,2,2025-11-11 05:00,38.1,17033,United Kingdom
INV100038,TH-SHORT,Chino Shorts,4,2026-05-30 23:00,34.87,17002,United Kingdom
INV100997,TH-JACK,Denim Jacket,3,2024-12-22 02:00,68.95,17120,United Kingdom
INV100289,TH-SHIRT,Oxford Shirt,1,2025-10-31 20:00,32.96,17019,United Kingdom
INV101005,TH-JEAN,Slim Fit Jeans,1,2024-11-24 20:00,54.28,17121,United Kingdom
INV100765,TH-CAP,Logo Cap,2,2025-11-16 23:00,17.5,17095,United Kingdom
INV100695,TH-JEAN,Slim Fit Jeans,1,2026-01-29 07:00,43.69,17065,United Kingdom
INV100854,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-01-09 06:00,16.36,17105,United Kingdom
INV100658,TH-SHOE,Canvas Sneakers,2,2026-01-21 06:00,37.47,17056,United Kingdom
INV100285,TH-SHOE,Canvas Sneakers,3,2025-10-03 04:00,48.76,17019,United Kingdom
INV100243,TH-JEAN,Slim Fit Jeans,2,2026-07-04 20:00,50.64,17015,United Kingdom
INV101032,TH-BELT,Leather Belt,3,2025-04-29 23:00,27.77,17123,United Kingdom
INV100400,TH-HOOD,Fleece Hoodie,2,2025-11-22 01:00,35.98,17026,United Kingdom
INV100904,TH-JACK,Denim Jacket,2,2025-10-04 07:00,63.03,17111,United Kingdom
INV100516,TH-SHOE,Canvas Sneakers,2,2025-12-19 02:00,42.92,17038,United Kingdom
INV100922,TH-DRESS,Summer Dress,2,2025-11-16 20:00,50.37,17113,United Kingdom
INV100137,TH-JACK,Denim Jacket,2,2025-09-14 22:00,73.76,17009,United Kingdom
INV100209,TH-SCARF,Wool Scarf,1,2026-07-09 12:00,24.67,17013,United Kingdom
INV100182,TH-DRESS,Summer Dress,4,2026-06-20 07:00,54.18,17011,United Kingdom
INV100552,TH-BELT,Leather Belt,3,2026-05-21 20:00,20.87,17041,United Kingdom
INV100899,TH-CAP,Logo Cap,3,2025-04-14 03:00,16.19,17111,United Kingdom
INV101028,TH-TSHIRT,Cotton Crew T-Shirt,3,2025-03-03 22:00,15.45,17123,United Kingdom
INV100069,TH-SHOE,Canvas Sneakers,3,2026-04-03 05:00,50.67,17004,United Kingdom
INV100305,TH-JEAN,Slim Fit Jeans,1,2025-10-29 05:00,57.9,17020,United Kingdom
INV101038,TH-SHORT,Chino Shorts,2,2024-09-24 02:00,32.05,17124,United Kingdom
INV100265,TH-JACK,Denim Jacket,2,2026-01-28 06:00,70.2,17017,United Kingdom
INV100697,TH-JACK,Denim Jacket,1,2026-02-22 03:00,66.28,17065,United Kingdom
INV100145,TH-SHIRT,Oxford Shirt,3,2026-01-26 07:00,36.16,17009,United Kingdom
INV100588,TH-SOCK,Ankle Socks 3pk,1,2026-04-25 21:00,8.47,17045,United Kingdom
INV100025,TH-BELT,Leather Belt,2,2025-12-23 00:00,26.6,17002,United Kingdom
INV100242,TH-SCARF,Wool Scarf,1,2026-07-02 06:00,24.86,17015,United Kingdom
INV101072,TH-SHOE,Canvas Sneakers,3,2024-11-04 04:00,45.38,17127,United Kingdom
INV100416,TH-SOCK,Ankle Socks 3pk,2,2026-05-06 20:00,9.58,17027,United Kingdom
INV100632,TH-JEAN,Slim Fit Jeans,1,2026-01-21 04:00,42.13,17050,United Kingdom
INV100664,TH-DRESS,Summer Dress,2,2026-06-05 23:00,49.59,17057,United Kingdom
INV100468,TH-JACK,Denim Jacket,1,2026-01-09 01:00,63.93,17033,United Kingdom
INV101007,TH-SCARF,Wool Scarf,1,2025-02-27 21:00,22.37,17121,United Kingdom
INV100295,TH-JEAN,Slim Fit Jeans,4,2026-01-12 02:00,49.37,17019,United Kingdom
INV100689,TH-SHOE,Canvas Sneakers,3,2026-04-23 06:00,43.84,17063,United Kingdom
INV100215,TH-BELT,Leather Belt,4,2025-09-27 03:00,29.44,17014,United Kingdom
INV100644,TH-SHORT,Chino Shorts,1,2026-04-21 03:00,28.12,17053,United Kingdom
INV100120,TH-SHORT,Chino Shorts,4,2025-12-21 08:00,31.79,17007,United Kingdom
INV100299,TH-SCARF,Wool Scarf,3,2026-06-25 05:00,25.31,17019,United Kingdom
INV100170,TH-SHORT,Chino Shorts,2,2026-07-06 12:00,32.9,17010,United Kingdom
INV101073,TH-TSHIRT,Cotton Crew T-Shirt,2,2024-12-25 07:00,18.39,17127,United Kingdom
INV101012,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-08-19 00:00,15.84,17121,United Kingdom
INV100954,TH-SCARF,Wool Scarf,3,2025-07-24 21:00,23.67,17116,United Kingdom
INV100778,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-05-12 05:00,16.02,17097,United Kingdom
INV100034,TH-JACK,Denim Jacket,2,2026-03-23 20:00,65.23,17002,United Kingdom
INV100615,TH-CAP,Logo Cap,2,2026-01-23 21:00,14.71,17047,United Kingdom
INV100072,TH-JEAN,Slim Fit Jeans,2,2026-05-12 03:00,53.61,17004,United Kingdom
INV100083,TH-BELT,Leather Belt,1,2026-01-16 05:00,25.59,17005,United Kingdom
INV100684,TH-SHOE,Canvas Sneakers,1,2026-03-08 04:00,36.36,17062,United Kingdom
INV100057,TH-HOOD,Fleece Hoodie,2,2026-05-09 02:00,37.29,17003,United Kingdom
INV100660,TH-SHIRT,Oxford Shirt,1,2026-04-30 23:00,33.44,17056,United Kingdom
INV100706,TH-JACK,Denim Jacket,1,2026-06-17 12:00,66.43,17066,United Kingdom
INV100936,TH-TSHIRT,Cotton Crew T-Shirt,1,2024-12-31 20:00,15.71,17115,United Kingdom
INV101100,TH-BELT,Leather Belt,2,2024-07-21 08:00,18.86,17130,United Kingdom
INV100463,TH-SOCK,Ankle Socks 3pk,2,2026-07-04 12:00,8.03,17032,United Kingdom
INV100912,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-09-09 21:00,14.81,17112,United Kingdom
INV100063,TH-HOOD,Fleece Hoodie,2,2025-07-24 05:00,47.53,17004,United Kingdom
INV100159,TH-SHORT,Chino Shorts,4,2025-11-01 22:00,33.47,17010,United Kingdom
INV100635,TH-HOOD,Fleece Hoodie,3,2026-06-25 12:00,38.53,17050,United Kingdom
INV100153,TH-DRESS,Summer Dress,4,2026-05-22 00:00,65.99,17009,United Kingdom
INV100852,TH-BELT,Leather Belt,3,2025-12-15 00:00,22.87,17105,United Kingdom
INV100123,TH-SCARF,Wool Scarf,4,2026-06-08 03:00,21.46,17007,United Kingdom
INV100328,TH-SHIRT,Oxford Shirt,2,2026-01-04 00:00,37.7,17021,United Kingdom
INV100070,TH-HOOD,Fleece Hoodie,1,2026-04-03 20:00,41.85,17004,United Kingdom
INV100772,TH-JEAN,Slim Fit Jeans,1,2025-11-01 08:00,51.73,17096,United Kingdom
INV100122,TH-BELT,Leather Belt,2,2026-03-31 08:00,27.36,17007,United Kingdom
INV100153,TH-SHOE,Canvas Sneakers,1,2026-05-22 00:00,43.3,17009,United Kingdom
INV100394,TH-JACK,Denim Jacket,1,2026-06-12 21:00,66.82,17025,United Kingdom
INV100378,TH-TSHIRT,Cotton Crew T-Shirt,2,2026-05-29 08:00,13.78,17024,United Kingdom
INV100072,TH-HOOD,Fleece Hoodie,4,2026-05-12 03:00,43.67,17004,United Kingdom
INV100695,TH-SOCK,Ankle Socks 3pk,1,2026-01-29 07:00,7.91,17065,United Kingdom
INV100158,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-10-02 02:00,16.26,17010,United Kingdom
INV100570,TH-SCARF,Wool Scarf,1,2026-05-08 04:00,18.55,17043,United Kingdom
INV100190,TH-SHIRT,Oxford Shirt,2,2026-01-27 03:00,36.33,17012,United Kingdom
INV100346,TH-TSHIRT,Cotton Crew T-Shirt,3,2026-01-16 06:00,15.56,17022,United Kingdom
INV100293,TH-SHORT,Chino Shorts,2,2025-12-23 04:00,35.1,17019,United Kingdom
INV100716,TH-SHORT,Chino Shorts,2,2026-07-04 12:00,22.53,17070,United Kingdom
INV100580,TH-SHIRT,Oxford Shirt,3,2026-05-15 07:00,29.75,17044,United Kingdom
INV100104,TH-SHOE,Canvas Sneakers,4,2026-01-03 23:00,48.09,17006,United Kingdom
INV100337,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-05-20 03:00,17.24,17021,United Kingdom
INV100359,TH-DRESS,Summer Dress,3,2025-07-16 20:00,47.89,17023,United Kingdom
INV101086,TH-SHORT,Chino Shorts,3,2025-06-27 12:00,35.31,17128,United Kingdom
INV100172,TH-SHORT,Chino Shorts,4,2025-10-08 21:00,32.14,17011,United Kingdom
INV100068,TH-DRESS,Summer Dress,2,2026-02-24 04:00,60.2,17004,United Kingdom
INV100347,TH-SHIRT,Oxford Shirt,3,2026-02-03 23:00,38.59,17022,United Kingdom
INV100777,TH-SOCK,Ankle Socks 3pk,1,2025-05-04 03:00,8.83,17097,United Kingdom
INV100196,TH-SHORT,Chino Shorts,2,2026-04-01 04:00,32.43,17012,United Kingdom
INV101036,TH-SHORT,Chino Shorts,2,2024-07-07 05:00,35.35,17124,United Kingdom
INV100812,TH-JEAN,Slim Fit Jeans,2,2025-07-30 00:00,43.58,17101,United Kingdom
INV100928,TH-HOOD,Fleece Hoodie,1,2025-06-17 03:00,34.89,17114,United Kingdom
INV100661,TH-SOCK,Ankle Socks 3pk,2,2026-06-15 12:00,9.45,17056,United Kingdom
INV100277,TH-JEAN,Slim Fit Jeans,1,2026-04-24 20:00,53.96,17018,United Kingdom
INV100180,TH-SHOE,Canvas Sneakers,2,2026-03-26 21:00,49.96,17011,United Kingdom
INV100322,TH-SHIRT,Oxford Shirt,2,2025-11-02 20:00,34.0,17021,United Kingdom
INV100019,TH-SCARF,Wool Scarf,3,2026-07-12 12:00,20.83,17001,United Kingdom
INV100713,TH-SOCK,Ankle Socks 3pk,3,2026-04-09 08:00,8.15,17068,United Kingdom
INV100441,TH-SOCK,Ankle Socks 3pk,3,2026-07-05 12:00,7.79,17030,United Kingdom
INV100479,TH-SCARF,Wool Scarf,1,2026-01-30 21:00,17.77,17034,United Kingdom
INV100847,TH-SCARF,Wool Scarf,3,2025-12-06 21:00,22.24,17104,United Kingdom
INV100778,TH-JEAN,Slim Fit Jeans,2,2025-05-12 05:00,54.24,17097,United Kingdom
INV100180,TH-BELT,Leather Belt,4,2026-03-26 21:00,28.23,17011,United Kingdom
INV100152,TH-SHORT,Chino Shorts,1,2026-04-20 03:00,37.23,17009,United Kingdom
INV100472,TH-DRESS,Summer Dress,2,2026-04-20 00:00,47.77,17033,United Kingdom
INV100421,TH-JEAN,Slim Fit Jeans,1,2025-08-30 01:00,41.73,17028,United Kingdom
INV100111,TH-SOCK,Ankle Socks 3pk,2,2026-04-29 06:00,11.26,17006,United Kingdom
INV101034,TH-CAP,Logo Cap,1,2024-06-27 05:00,17.8,17124,United Kingdom
INV100011,TH-SHORT,Chino Shorts,4,2026-03-26 20:00,30.7,17001,United Kingdom
INV100310,TH-HOOD,Fleece Hoodie,1,2026-01-21 08:00,39.1,17020,United Kingdom
INV100934,TH-HOOD,Fleece Hoodie,2,2024-11-05 23:00,45.32,17115,United Kingdom
INV100215,TH-DRESS,Summer Dress,2,2025-09-27 03:00,66.44,17014,United Kingdom
INV100062,TH-SHIRT,Oxford Shirt,4,2025-07-03 02:00,39.23,17004,United Kingdom
INV100735,TH-TSHIRT,Cotton Crew T-Shirt,2,2026-07-14 12:00,10.68,17082,United Kingdom
INV101095,TH-JACK,Denim Jacket,3,2025-04-20 04:00,83.91,17129,United Kingdom
INV100271,TH-SHIRT,Oxford Shirt,1,2026-01-11 01:00,35.41,17018,United Kingdom
INV100067,TH-CAP,Logo Cap,2,2026-02-20 03:00,19.24,17004,United Kingdom
INV100269,TH-SCARF,Wool Scarf,3,2026-01-02 01:00,22.92,17018,United Kingdom
INV100730,TH-SHORT,Chino Shorts,2,2026-07-02 12:00,24.23,17079,United Kingdom
INV100065,TH-SHORT,Chino Shorts,2,2026-01-05 00:00,32.86,17004,United Kingdom
INV100381,TH-SCARF,Wool Scarf,2,2026-07-15 12:00,19.74,17024,United Kingdom
INV100339,TH-BELT,Leather Belt,2,2026-07-02 12:00,27.82,17021,United Kingdom
INV100250,TH-JEAN,Slim Fit Jeans,1,2025-11-06 20:00,58.37,17016,United Kingdom
INV100446,TH-CAP,Logo Cap,2,2025-12-30 02:00,15.14,17031,United Kingdom
INV101136,TH-BELT,Leather Belt,1,2025-01-09 07:00,20.04,17148,United Kingdom
INV100257,TH-SHOE,Canvas Sneakers,1,2025-10-04 03:00,45.0,17017,United Kingdom
INV100938,TH-JEAN,Slim Fit Jeans,3,2025-03-18 06:00,58.78,17115,United Kingdom
INV100302,TH-SCARF,Wool Scarf,3,2025-10-04 06:00,24.81,17020,United Kingdom
INV101098,TH-JACK,Denim Jacket,1,2025-07-05 23:00,85.54,17129,United Kingdom
INV100904,TH-DRESS,Summer Dress,3,2025-10-04 07:00,56.65,17111,United Kingdom
INV100977,TH-JEAN,Slim Fit Jeans,3,2024-12-31 05:00,59.7,17118,United Kingdom
INV100039,TH-SOCK,Ankle Socks 3pk,3,2026-06-18 21:00,10.56,17002,United Kingdom
INV100010,TH-SHIRT,Oxford Shirt,1,2026-02-08 23:00,41.19,17001,United Kingdom
INV100316,TH-SHOE,Canvas Sneakers,2,2026-04-11 08:00,52.17,17020,United Kingdom
INV100060,TH-SHIRT,Oxford Shirt,1,2025-06-23 08:00,36.62,17004,United Kingdom
INV101134,TH-TSHIRT,Cotton Crew T-Shirt,2,2024-09-26 23:00,9.55,17147,United Kingdom
INV100208,TH-JACK,Denim Jacket,4,2026-06-09 04:00,73.6,17013,United Kingdom
INV100353,TH-CAP,Logo Cap,3,2026-06-01 21:00,16.64,17022,United Kingdom
INV101005,TH-HOOD,Fleece Hoodie,1,2024-11-24 20:00,46.73,17121,United Kingdom
INV100541,TH-SHIRT,Oxford Shirt,3,2026-07-01 12:00,29.75,17040,United Kingdom
INV100502,TH-SOCK,Ankle Socks 3pk,3,2025-12-05 20:00,9.31,17037,United Kingdom
INV100685,TH-JEAN,Slim Fit Jeans,3,2026-04-13 08:00,50.51,17062,United Kingdom
INV100910,TH-JEAN,Slim Fit Jeans,2,2025-09-01 20:00,47.57,17112,United Kingdom
INV100544,TH-SHORT,Chino Shorts,3,2026-02-03 04:00,27.81,17041,United Kingdom
INV100278,TH-SHIRT,Oxford Shirt,4,2026-04-30 23:00,32.43,17018,United Kingdom
INV101052,TH-SHIRT,Oxford Shirt,3,2025-05-22 05:00,35.85,17125,United Kingdom
