InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV500160,TH-DRESS,Summer Dress,1,2025-06-07 08:00,79.37,20020,United Kingdom
INV503801,TH-JACK,Denim Jacket,1,2025-09-30 19:00,56.59,20427,United Kingdom
INV501501,TH-HOOD,Fleece Hoodie,2,2025-06-28 11:00,55.42,20167,United Kingdom
INV502844,TH-DRESS,Summer Dress,2,2026-04-05 10:00,88.16,20313,United Kingdom
INV503832,TH-JEAN,Slim Fit Jeans,1,2025-11-15 16:00,67.13,20430,United Kingdom
INV504451,TH-JACK,Denim Jacket,2,2026-03-30 18:00,47.56,20499,United Kingdom
INV503409,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-08-31 08:00,22.33,20377,United Kingdom
INV503852,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-06-20 09:00,21.88,20433,United Kingdom
INV505144,TH-JEAN,Slim Fit Jeans,3,2026-03-01 10:00,82.04,20576,United Kingdom
INV505817,TH-DRESS,Summer Dress,1,2026-01-10 09:00,53.09,20655,United Kingdom
INV501455,TH-JACK,Denim Jacket,2,2025-05-28 09:00,68.1,20162,United Kingdom
INV504442,TH-HOOD,Fleece Hoodie,2,2026-04-12 13:00,51.82,20498,United Kingdom
INV503145,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-09-03 20:00,19.04,20346,United Kingdom
INV501620,TH-JEAN,Slim Fit Jeans,1,2026-07-05 18:00,52.63,20179,United Kingdom
INV502824,TH-SHOE,Canvas Sneakers,2,2025-06-05 15:00,54.31,20311,United Kingdom
INV502066,TH-JACK,Denim Jacket,1,2025-07-27 10:00,83.88,20229,United Kingdom
INV504791,TH-JACK,Denim Jacket,1,2025-12-07 13:00,79.2,20538,United Kingdom
INV503893,TH-SHOE,Canvas Sneakers,3,2025-06-06 12:00,66.33,20438,United Kingdom
INV505915,TH-SHIRT,Oxford Shirt,2,2025-07-21 18:00,68.48,20666,United Kingdom
INV503756,TH-JEAN,Slim Fit Jeans,2,2025-05-12 11:00,63.7,20420,United Kingdom
INV502200,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-12-16 13:00,22.25,20243,United Kingdom
INV502472,TH-HOOD,Fleece Hoodie,2,2026-05-18 19:00,49.67,20272,United Kingdom
INV503987,TH-JEAN,Slim Fit Jeans,2,2025-10-12 08:00,47.32,20445,United Kingdom
INV504434,TH-SHIRT,Oxford Shirt,2,2026-06-04 10:00,25.11,20497,United Kingdom
INV505687,TH-HOOD,Fleece Hoodie,2,2026-03-25 09:00,24.58,20641,United Kingdom
INV502838,TH-CAP,Logo Cap,1,2026-04-05 11:00,23.09,20313,United Kingdom
INV502015,TH-JACK,Denim Jacket,1,2025-09-14 08:00,78.49,20224,United Kingdom
INV501025,TH-CAP,Logo Cap,1,2025-10-11 09:00,27.78,20111,United Kingdom
INV502488,TH-TSHIRT,Cotton Crew T-Shirt,2,2026-01-28 11:00,21.21,20274,United Kingdom
INV502254,TH-SHOE,Canvas Sneakers,1,2025-07-17 12:00,48.74,20249,United Kingdom
INV505372,TH-DRESS,Summer Dress,1,2025-11-05 17:00,77.79,20605,United Kingdom
INV503398,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-02-15 08:00,10.66,20376,United Kingdom
INV504879,TH-SHIRT,Oxford Shirt,1,2025-06-08 18:00,40.99,20545,United Kingdom
INV505078,TH-JEAN,Slim Fit Jeans,2,2025-09-09 17:00,61.38,20569,United Kingdom
INV505429,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-04-05 11:00,14.0,20611,United Kingdom
INV504404,TH-JEAN,Slim Fit Jeans,1,2026-03-13 17:00,45.79,20493,United Kingdom
INV505821,TH-JEAN,Slim Fit Jeans,2,2025-06-14 16:00,80.24,20656,United Kingdom
INV501548,TH-SHOE,Canvas Sneakers,3,2025-12-07 16:00,77.8,20172,United Kingdom
INV504389,TH-TSHIRT,Cotton Crew T-Shirt,2,2026-01-12 17:00,26.04,20491,United Kingdom
INV500136,TH-CAP,Logo Cap,1,2026-03-02 10:00,22.89,20017,United Kingdom
INV501743,TH-SHOE,Canvas Sneakers,2,2026-01-30 13:00,48.96,20195,United Kingdom
INV504619,TH-SHOE,Canvas Sneakers,1,2025-10-06 17:00,42.56,20519,United Kingdom
INV500894,TH-DRESS,Summer Dress,1,2025-07-17 08:00,70.69,20099,United Kingdom
INV502931,TH-JACK,Denim Jacket,2,2025-07-30 15:00,80.53,20326,United Kingdom
INV500832,TH-HOOD,Fleece Hoodie,3,2025-11-09 20:00,59.94,20092,United Kingdom
INV502036,TH-JEAN,Slim Fit Jeans,1,2025-08-30 13:00,80.13,20226,United Kingdom
INV506005,TH-HOOD,Fleece Hoodie,2,2025-11-30 09:00,43.07,20674,United Kingdom
INV501634,TH-SHIRT,Oxford Shirt,2,2025-06-11 14:00,33.86,20181,United Kingdom
INV500599,TH-CAP,Logo Cap,2,2025-05-22 17:00,17.06,20067,United Kingdom
INV503236,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-05-18 19:00,20.81,20358,United Kingdom
INV503998,TH-HOOD,Fleece Hoodie,2,2025-06-27 13:00,49.85,20447,United Kingdom
INV500414,TH-DRESS,Summer Dress,1,2026-05-01 09:00,66.98,20050,United Kingdom
INV501168,TH-JACK,Denim Jacket,2,2025-12-10 10:00,58.98,20130,United Kingdom
INV504064,TH-JACK,Denim Jacket,2,2025-06-26 13:00,91.06,20454,United Kingdom
INV500558,TH-JACK,Denim Jacket,1,2026-07-01 16:00,76.06,20063,United Kingdom
INV503133,TH-HOOD,Fleece Hoodie,3,2026-07-04 12:00,59.15,20344,United Kingdom
INV505591,TH-SHOE,Canvas Sneakers,2,2026-03-10 19:00,72.83,20631,United Kingdom
INV504481,TH-SHIRT,Oxford Shirt,1,2026-07-15 18:00,46.79,20503,United Kingdom
INV504958,TH-DRESS,Summer Dress,2,2025-12-24 08:00,56.49,20555,United Kingdom
INV500717,TH-SHOE,Canvas Sneakers,3,2026-01-23 12:00,71.72,20080,United Kingdom
INV501798,TH-CAP,Logo Cap,3,2025-07-31 12:00,21.57,20199,United Kingdom
INV501318,TH-JEAN,Slim Fit Jeans,1,2026-05-14 11:00,83.12,20148,United Kingdom
INV503749,TH-DRESS,Summer Dress,1,2025-11-07 16:00,92.47,20419,United Kingdom
INV503430,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-11-22 12:00,27.04,20380,United Kingdom
INV502707,TH-DRESS,Summer Dress,1,2026-02-02 20:00,70.66,20298,United Kingdom
INV505723,TH-DRESS,Summer Dress,3,2025-09-08 19:00,70.23,20645,United Kingdom
INV505373,TH-SHOE,Canvas Sneakers,2,2026-06-28 08:00,60.0,20605,United Kingdom
INV501831,TH-JACK,Denim Jacket,2,2025-05-26 19:00,91.55,20203,United Kingdom
INV504751,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-07-14 16:00,9.11,20535,United Kingdom
INV501152,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-11-04 10:00,16.98,20127,United Kingdom
INV504240,TH-SHIRT,Oxford Shirt,1,2025-11-04 17:00,43.76,20478,United Kingdom
INV505853,TH-DRESS,Summer Dress,3,2025-05-30 18:00,92.75,20658,United Kingdom
INV504105,TH-SHOE,Canvas Sneakers,1,2026-07-07 10:00,44.64,20461,United Kingdom
INV503361,TH-DRESS,Summer Dress,1,2025-12-28 17:00,82.27,20372,United Kingdom
INV503220,TH-DRESS,Summer Dress,1,2025-08-23 20:00,53.0,20355,United Kingdom
INV504352,TH-CAP,Logo Cap,3,2025-10-01 08:00,30.42,20489,United Kingdom
INV502284,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-12-25 09:00,17.27,20252,United Kingdom
INV503277,TH-JEAN,Slim Fit Jeans,1,2025-07-07 09:00,56.48,20362,United Kingdom
INV503299,TH-JEAN,Slim Fit Jeans,2,2025-06-12 16:00,59.17,20365,United Kingdom
INV506124,TH-JEAN,Slim Fit Jeans,2,2026-05-02 09:00,86.36,20685,United Kingdom
INV505527,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-05-25 20:00,16.92,20621,United Kingdom
INV503718,TH-DRESS,Summer Dress,2,2026-04-10 15:00,91.81,20414,United Kingdom
INV504908,TH-SHOE,Canvas Sneakers,1,2026-02-14 14:00,30.5,20549,United Kingdom
INV502099,TH-CAP,Logo Cap,3,2025-05-27 16:00,21.27,20233,United Kingdom
INV502595,TH-HOOD,Fleece Hoodie,1,2026-03-03 09:00,33.63,20286,United Kingdom
INV504103,TH-SHOE,Canvas Sneakers,2,2026-03-28 13:00,51.44,20461,United Kingdom
INV505451,TH-TSHIRT,Cotton Crew T-Shirt,3,2026-06-04 12:00,20.54,20613,United Kingdom
INV500849,TH-SHOE,Canvas Sneakers,3,2026-02-21 15:00,62.39,20094,United Kingdom
INV505685,TH-DRESS,Summer Dress,1,2026-04-15 19:00,35.99,20641,United Kingdom
INV503545,TH-DRESS,Summer Dress,1,2025-09-20 16:00,67.95,20392,United Kingdom
INV504831,TH-JACK,Denim Jacket,3,2025-11-13 10:00,96.33,20542,United Kingdom
INV503080,TH-SHOE,Canvas Sneakers,1,2025-08-21 18:00,79.17,20340,United Kingdom
INV501496,TH-CAP,Logo Cap,3,2025-08-23 17:00,29.9,20166,United Kingdom
INV506037,TH-TSHIRT,Cotton Crew T-Shirt,2,2026-02-21 09:00,23.77,20678,United Kingdom
INV502077,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-06-08 10:00,11.27,20230,United Kingdom
INV503455,TH-HOOD,Fleece Hoodie,3,2026-03-21 14:00,64.61,20382,United Kingdom
INV500463,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-06-29 17:00,18.39,20053,United Kingdom
INV505198,TH-SHIRT,Oxford Shirt,1,2026-06-20 10:00,38.14,20582,United Kingdom
INV500844,TH-JACK,Denim Jacket,1,2026-04-20 15:00,112.75,20093,United Kingdom
INV500746,TH-JACK,Denim Jacket,2,2026-04-18 08:00,122.81,20083,United Kingdom
INV503904,TH-JEAN,Slim Fit Jeans,1,2026-01-08 09:00,34.85,20439,United Kingdom
INV504905,TH-JACK,Denim Jacket,2,2026-03-01 10:00,89.82,20548,United Kingdom
INV505199,TH-CAP,Logo Cap,1,2026-01-28 08:00,20.75,20582,United Kingdom
INV501773,TH-DRESS,Summer Dress,1,2025-12-06 14:00,93.61,20198,United Kingdom
INV505135,TH-JEAN,Slim Fit Jeans,3,2025-08-18 10:00,72.87,20576,United Kingdom
INV500141,TH-CAP,Logo Cap,2,2026-06-15 12:00,20.43,20018,United Kingdom
INV500758,TH-JEAN,Slim Fit Jeans,1,2025-08-12 10:00,92.16,20083,United Kingdom
INV501920,TH-DRESS,Summer Dress,1,2025-05-13 11:00,67.68,20213,United Kingdom
INV505068,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-09-24 08:00,23.21,20568,United Kingdom
INV502556,TH-SHIRT,Oxford Shirt,3,2025-05-26 14:00,47.48,20281,United Kingdom
INV500756,TH-SHOE,Canvas Sneakers,1,2025-09-05 08:00,87.05,20083,United Kingdom
INV503033,TH-JEAN,Slim Fit Jeans,3,2025-12-29 17:00,73.22,20336,United Kingdom
INV503574,TH-SHOE,Canvas Sneakers,3,2026-04-20 11:00,71.45,20394,United Kingdom
INV501266,TH-HOOD,Fleece Hoodie,2,2025-08-28 10:00,57.69,20142,United Kingdom
INV501467,TH-CAP,Logo Cap,1,2025-07-09 17:00,21.02,20163,United Kingdom
INV500818,TH-CAP,Logo Cap,1,2025-07-08 14:00,12.65,20091,United Kingdom
INV501014,TH-HOOD,Fleece Hoodie,1,2025-12-19 13:00,77.3,20111,United Kingdom
INV505738,TH-HOOD,Fleece Hoodie,3,2025-12-28 14:00,57.82,20646,United Kingdom
INV503992,TH-JEAN,Slim Fit Jeans,1,2025-12-19 19:00,51.36,20446,United Kingdom
INV500195,TH-HOOD,Fleece Hoodie,1,2026-03-31 15:00,36.74,20023,United Kingdom
INV500087,TH-SHOE,Canvas Sneakers,1,2025-09-30 13:00,53.68,20011,United Kingdom
INV505394,TH-SHIRT,Oxford Shirt,1,2026-05-27 13:00,38.34,20607,United Kingdom
INV501069,TH-HOOD,Fleece Hoodie,2,2025-08-17 13:00,56.43,20115,United Kingdom
INV503180,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-01-16 10:00,8.85,20350,United Kingdom
INV503929,TH-JACK,Denim Jacket,1,2026-04-11 11:00,82.52,20441,United Kingdom
INV502111,TH-CAP,Logo Cap,2,2026-05-07 20:00,30.01,20234,United Kingdom
INV503589,TH-JACK,Denim Jacket,2,2026-02-13 17:00,100.98,20396,United Kingdom
INV505323,TH-HOOD,Fleece Hoodie,2,2025-12-13 09:00,39.01,20599,United Kingdom
INV505719,TH-SHIRT,Oxford Shirt,2,2025-12-26 11:00,58.18,20644,United Kingdom
INV503502,TH-JEAN,Slim Fit Jeans,2,2025-07-08 20:00,63.26,20386,United Kingdom
INV502607,TH-JACK,Denim Jacket,1,2025-10-08 10:00,54.84,20288,United Kingdom
INV501942,TH-SHIRT,Oxford Shirt,2,2026-06-30 17:00,25.04,20216,United Kingdom
INV501607,TH-JEAN,Slim Fit Jeans,1,2025-08-15 16:00,75.75,20177,United Kingdom
INV500242,TH-HOOD,Fleece Hoodie,2,2026-05-11 11:00,45.32,20030,United Kingdom
INV504388,TH-HOOD,Fleece Hoodie,2,2026-05-06 09:00,74.3,20491,United Kingdom
INV503172,TH-HOOD,Fleece Hoodie,1,2026-02-26 10:00,51.18,20349,United Kingdom
INV503086,TH-HOOD,Fleece Hoodie,3,2025-06-21 13:00,68.07,20340,United Kingdom
INV504301,TH-DRESS,Summer Dress,2,2025-09-06 10:00,97.04,20484,United Kingdom
INV502577,TH-SHOE,Canvas Sneakers,1,2026-02-09 12:00,45.31,20284,United Kingdom
INV503236,TH-HOOD,Fleece Hoodie,3,2025-05-18 19:00,56.0,20358,United Kingdom
INV505755,TH-DRESS,Summer Dress,1,2025-10-13 10:00,43.74,20648,United Kingdom
INV504557,TH-HOOD,Fleece Hoodie,2,2026-05-23 18:00,41.35,20511,United Kingdom
INV500946,TH-SHIRT,Oxford Shirt,2,2026-06-12 13:00,64.31,20104,United Kingdom
INV504537,TH-DRESS,Summer Dress,1,2025-12-11 12:00,68.75,20508,United Kingdom
INV504201,TH-JEAN,Slim Fit Jeans,3,2026-03-08 16:00,72.57,20474,United Kingdom
INV503805,TH-HOOD,Fleece Hoodie,1,2025-06-02 13:00,34.85,20428,United Kingdom
INV502754,TH-CAP,Logo Cap,2,2026-04-10 17:00,20.81,20303,United Kingdom
INV502538,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-07-29 20:00,22.01,20279,United Kingdom
INV500478,TH-HOOD,Fleece Hoodie,2,2026-01-07 17:00,56.5,20056,United Kingdom
INV501855,TH-TSHIRT,Cotton Crew T-Shirt,2,2026-04-14 20:00,8.75,20206,United Kingdom
INV503679,TH-DRESS,Summer Dress,2,2025-08-19 18:00,75.5,20409,United Kingdom
INV503599,TH-DRESS,Summer Dress,3,2025-08-22 17:00,73.47,20399,United Kingdom
INV501346,TH-JACK,Denim Jacket,3,2025-08-17 17:00,135.59,20150,United Kingdom
INV504248,TH-JEAN,Slim Fit Jeans,2,2026-05-25 09:00,74.1,20479,United Kingdom
INV502596,TH-SHOE,Canvas Sneakers,2,2026-02-15 20:00,40.05,20286,United Kingdom
INV502375,TH-SHIRT,Oxford Shirt,1,2026-06-28 19:00,39.14,20261,United Kingdom
INV500707,TH-SHOE,Canvas Sneakers,2,2026-04-09 15:00,54.17,20079,United Kingdom
INV504793,TH-HOOD,Fleece Hoodie,2,2026-02-21 20:00,45.18,20538,United Kingdom
INV504726,TH-SHOE,Canvas Sneakers,1,2025-06-05 11:00,76.19,20532,United Kingdom
INV503046,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-06-19 16:00,25.28,20337,United Kingdom
INV504143,TH-SHIRT,Oxford Shirt,1,2026-01-21 08:00,45.96,20465,United Kingdom
INV502070,TH-CAP,Logo Cap,1,2025-07-23 10:00,18.97,20229,United Kingdom
INV503299,TH-CAP,Logo Cap,2,2025-06-12 16:00,18.35,20365,United Kingdom
INV506101,TH-DRESS,Summer Dress,3,2026-06-09 08:00,96.16,20683,United Kingdom
INV502676,TH-DRESS,Summer Dress,3,2025-09-07 19:00,109.11,20294,United Kingdom
INV500605,TH-DRESS,Summer Dress,2,2025-07-08 17:00,44.25,20068,United Kingdom
INV503678,TH-CAP,Logo Cap,2,2026-01-28 11:00,21.58,20409,United Kingdom
INV503458,TH-SHOE,Canvas Sneakers,3,2026-01-29 10:00,84.81,20382,United Kingdom
INV500166,TH-JACK,Denim Jacket,2,2025-10-29 15:00,105.36,20021,United Kingdom
INV501613,TH-JACK,Denim Jacket,1,2026-07-08 12:00,53.9,20178,United Kingdom
INV504834,TH-JACK,Denim Jacket,2,2025-11-21 14:00,102.09,20542,United Kingdom
INV502291,TH-HOOD,Fleece Hoodie,2,2026-03-08 14:00,58.43,20253,United Kingdom
INV505256,TH-SHIRT,Oxford Shirt,1,2025-06-25 16:00,45.7,20588,United Kingdom
INV505805,TH-SHOE,Canvas Sneakers,2,2025-11-16 13:00,29.57,20653,United Kingdom
INV505877,TH-JACK,Denim Jacket,1,2025-09-21 13:00,52.76,20661,United Kingdom
INV501728,TH-DRESS,Summer Dress,1,2026-06-29 14:00,59.72,20193,United Kingdom
INV501614,TH-JEAN,Slim Fit Jeans,1,2025-12-15 08:00,43.29,20178,United Kingdom
INV504577,TH-SHIRT,Oxford Shirt,2,2025-10-01 18:00,60.81,20512,United Kingdom
INV504287,TH-SHIRT,Oxford Shirt,1,2025-07-23 11:00,23.77,20483,United Kingdom
INV501589,TH-DRESS,Summer Dress,2,2026-07-05 09:00,66.51,20176,United Kingdom
INV500930,TH-SHOE,Canvas Sneakers,2,2026-05-11 10:00,66.59,20102,United Kingdom
INV505191,TH-JEAN,Slim Fit Jeans,3,2026-05-30 13:00,86.3,20581,United Kingdom
INV502706,TH-HOOD,Fleece Hoodie,1,2026-06-03 08:00,57.09,20298,United Kingdom
INV505583,TH-JEAN,Slim Fit Jeans,2,2026-07-12 13:00,59.96,20629,United Kingdom
INV501234,TH-JEAN,Slim Fit Jeans,1,2026-05-27 16:00,56.59,20139,United Kingdom
INV502145,TH-CAP,Logo Cap,3,2025-05-14 12:00,23.76,20236,United Kingdom
INV501754,TH-JEAN,Slim Fit Jeans,1,2026-06-18 19:00,84.88,20196,United Kingdom
INV505193,TH-DRESS,Summer Dress,1,2025-06-29 17:00,97.54,20581,United Kingdom
INV500570,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-08-25 13:00,21.25,20064,United Kingdom
INV500323,TH-JACK,Denim Jacket,3,2025-09-17 18:00,95.13,20037,United Kingdom
INV505832,TH-TSHIRT,Cotton Crew T-Shirt,3,2026-01-30 20:00,23.38,20656,United Kingdom
INV504295,TH-SHIRT,Oxford Shirt,3,2025-05-30 14:00,59.84,20484,United Kingdom
INV503620,TH-JACK,Denim Jacket,1,2025-08-19 14:00,51.5,20401,United Kingdom
INV504807,TH-JEAN,Slim Fit Jeans,2,2026-04-11 17:00,97.2,20539,United Kingdom
INV502562,TH-JEAN,Slim Fit Jeans,1,2025-09-13 15:00,51.01,20282,United Kingdom
INV505316,TH-JEAN,Slim Fit Jeans,1,2025-09-22 14:00,37.5,20598,United Kingdom
INV504342,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-10-29 13:00,16.09,20488,United Kingdom
INV503390,TH-DRESS,Summer Dress,2,2025-07-21 16:00,81.3,20375,United Kingdom
INV503170,TH-CAP,Logo Cap,2,2026-03-01 08:00,19.62,20349,United Kingdom
INV500221,TH-DRESS,Summer Dress,2,2025-05-28 16:00,79.94,20027,United Kingdom
INV503148,TH-JEAN,Slim Fit Jeans,2,2026-02-10 15:00,72.18,20346,United Kingdom
INV500623,TH-SHIRT,Oxford Shirt,2,2025-07-12 12:00,67.61,20069,United Kingdom
INV503815,TH-SHOE,Canvas Sneakers,1,2025-06-19 19:00,64.19,20429,United Kingdom
INV505628,TH-SHIRT,Oxford Shirt,2,2026-02-19 08:00,22.85,20634,United Kingdom
INV501239,TH-SHOE,Canvas Sneakers,1,2025-08-10 20:00,30.4,20140,United Kingdom
INV503686,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-11-02 09:00,17.43,20409,United Kingdom
INV501735,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-05-04 12:00,23.94,20194,United Kingdom
INV503697,TH-TSHIRT,Cotton Crew T-Shirt,2,2025-07-01 11:00,17.28,20411,United Kingdom
INV504892,TH-HOOD,Fleece Hoodie,1,2025-12-12 16:00,44.48,20547,United Kingdom
INV505377,TH-CAP,Logo Cap,2,2026-01-04 18:00,20.87,20605,United Kingdom
INV505664,TH-HOOD,Fleece Hoodie,1,2025-10-10 11:00,53.82,20639,United Kingdom
INV502029,TH-CAP,Logo Cap,2,2026-01-15 15:00,21.92,20225,United Kingdom
INV503008,TH-SHIRT,Oxford Shirt,3,2026-01-16 09:00,51.77,20334,United Kingdom
INV505321,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-07-11 20:00,14.33,20599,United Kingdom
INV500629,TH-JACK,Denim Jacket,1,2025-06-05 15:00,103.02,20070,United Kingdom
INV500982,TH-TSHIRT,Cotton Crew T-Shirt,1,2025-05-17 14:00,19.22,20107,United Kingdom
INV502997,TH-CAP,Logo Cap,1,2025-05-30 18:00,26.17,20333,United Kingdom
INV501198,TH-DRESS,Summer Dress,2,2025-11-08 12:00,63.49,20133,United Kingdom
INV502579,TH-JEAN,Slim Fit Jeans,2,2026-05-13 15:00,43.07,20284,United Kingdom
INV501394,TH-DRESS,Summer Dress,1,2026-04-25 16:00,68.15,20156,United Kingdom
INV501508,TH-CAP,Logo Cap,2,2025-08-18 19:00,22.22,20167,United Kingdom
INV504073,TH-TSHIRT,Cotton Crew T-Shirt,1,2026-06-17 13:00,17.05,20456,United Kingdom
INV501573,TH-JEAN,Slim Fit Jeans,1,2025-11-28 18:00,43.73,20174,United Kingdom
INV502107,TH-CAP,Logo Cap,1,2025-12-31 17:00,23.3,20233,United Kingdom
INV505096,TH-HOOD,Fleece Hoodie,2,2026-02-26 14:00,29.69,20571,United Kingdom
INV505562,TH-JEAN,Slim Fit Jeans,1,2026-01-12 09:00,69.27,20626,United Kingdom
