CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,DistinctProducts,TenureDays,AvgItemsPerOrder,is_suspicious,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment
12413.0,67,5,694.15,17.353749999999998,282,29,337,56.4,0,3,4,3,343,10,Loyal Customer
12414.0,217,3,562.41,31.245,300,16,310,100.0,0,1,3,3,133,7,At Risk
12415.0,24,26,123725.45,159.0301413881748,77242,444,338,2970.846153846154,0,4,5,5,455,14,Champion
12417.0,3,12,3578.8,18.074747474747475,1539,158,358,128.25,0,5,5,5,555,15,Champion
12418.0,113,1,668.58,19.664117647058823,407,34,113,407.0,0,2,1,3,213,6,Needs Attention
12420.0,64,1,600.39,20.70310344827586,345,29,64,345.0,0,3,1,3,313,7,About to sleep
12421.0,16,5,806.27,17.527608695652173,483,33,319,96.6,0,4,4,3,443,11,Loyal Customer
12422.0,96,3,803.5600000000001,20.604102564102565,370,39,325,123.33333333333331,0,2,3,3,233,8,At Risk
12423.0,1,9,1849.11,14.67547619047619,1327,97,354,147.44444444444446,0,5,5,4,554,14,Champion
12424.0,163,2,1760.96,58.69866666666667,740,30,163,370.0,0,2,2,4,224,8,Needs Attention
12425.0,78,1,777.2,21.58888888888889,496,36,78,496.0,0,2,1,3,213,6,Needs Attention
12426.0,195,1,582.73,19.424333333333333,258,30,195,258.0,0,1,1,3,113,5,Needs Attention
12427.0,12,5,708.37,20.239142857142856,236,26,372,47.2,0,4,4,3,443,11,Loyal Customer
12428.0,26,12,7877.2,26.25733333333333,3503,258,284,291.9166666666667,0,4,5,5,455,14,Champion
12429.0,9,4,3750.4,38.66391752577319,1557,82,366,389.25,0,5,3,5,535,13,Potential Loyalist
12430.0,43,1,256.4,23.30909090909091,117,11,43,117.0,0,3,1,2,312,6,About to sleep
12431.0,36,18,6416.39,26.73495833333333,2868,163,374,159.33333333333334,0,3,5,5,355,13,Loyal Customer
12432.0,43,5,5059.32,46.84555555555556,1801,107,172,360.2,0,3,4,5,345,12,Loyal Customer
12433.0,1,7,13375.87,31.847309523809525,11071,219,373,1581.571428571429,0,5,4,5,545,14,Champion
12434.0,85,4,765.19,14.170185185185186,373,49,361,93.25,0,2,3,3,233,8,At Risk
12435.0,80,2,7829.89,217.49694444444447,2055,31,268,1027.5,0,2,2,5,225,9,Needs Attention
12436.0,100,1,509.01,31.813125,211,16,100,211.0,0,2,1,3,213,6,Needs Attention
12437.0,2,19,4896.66,24.36149253731343,2918,119,331,153.57894736842104,0,5,5,5,555,15,Champion
12438.0,14,2,2906.85,29.66173469387755,1180,84,140,590.0,0,4,2,5,425,11,Potential Loyalist
12441.0,367,1,173.55,15.77727272727273,121,11,367,121.0,0,1,1,1,111,3,Lost Customers
12442.0,3,1,172.06,14.338333333333331,182,12,3,182.0,0,5,1,1,511,7,New Customer
12444.0,21,5,5005.46,28.27943502824859,1155,138,171,231.0,0,4,4,5,445,13,Champion
12445.0,22,1,133.4,33.35,62,4,22,62.0,0,4,1,1,411,6,New Customer
12446.0,58,1,1002.31,17.281206896551726,352,58,58,352.0,0,3,1,4,314,8,About to sleep
12447.0,243,1,476.49,18.326538461538465,190,26,243,190.0,0,1,1,3,113,5,Needs Attention
12448.0,44,1,449.45,20.42954545454545,243,22,44,243.0,0,3,1,2,312,6,About to sleep
12449.0,22,4,4067.29,21.294712041884814,1553,118,187,388.25,0,4,3,5,435,12,Potential Loyalist
12450.0,156,2,197.88,24.735,128,7,173,64.0,0,2,2,1,221,5,Lost Customers
12451.0,11,6,8933.52,25.164845070422537,6455,265,325,1075.8333333333333,0,5,4,5,545,14,Champion
12452.0,17,3,428.57,18.63347826086957,183,21,17,61.0,0,4,3,2,432,9,Needs Attention
12453.0,134,1,707.09,16.443953488372095,473,43,134,473.0,0,2,1,3,213,6,Needs Attention
12455.0,73,6,2466.86,27.40955555555556,2089,85,297,348.1666666666667,0,2,4,5,245,11,At Risk
12456.0,44,4,3153.89,24.44875968992248,1616,105,255,404.0,0,3,4,5,345,12,Loyal Customer
12457.0,58,12,1917.78,28.20264705882353,695,53,239,57.91666666666666,0,3,5,4,354,12,Loyal Customer
12458.0,71,2,947.4,24.931578947368426,506,35,285,253.0,0,3,2,4,324,9,Potential Loyalist
12461.0,94,2,826.88,23.62514285714286,287,35,155,143.5,0,2,2,3,223,7,Needs Attention
12462.0,2,4,1124.01,15.61125,514,51,303,128.5,0,5,4,4,544,13,Champion
12463.0,46,7,1303.63,14.813977272727271,757,66,242,108.14285714285714,0,3,4,4,344,11,Loyal Customer
12464.0,10,8,1212.05,41.79482758620689,112,6,309,14.0,0,5,5,4,554,14,Champion
12465.0,8,3,733.89,14.39,475,46,169,158.33333333333334,0,5,3,3,533,11,Potential Loyalist
12468.0,143,3,724.0400000000001,18.101000000000003,364,36,316,121.33333333333331,0,2,3,3,233,8,At Risk
12471.0,2,49,18740.92,35.29363465160075,7965,152,373,162.55102040816325,0,5,5,5,555,15,Champion
12472.0,31,13,6229.48,15.932173913043478,4020,226,373,309.2307692307692,0,4,5,5,455,14,Champion
12473.0,29,9,2848.23,15.911899441340784,2363,140,192,262.55555555555554,0,4,5,5,455,14,Champion
12474.0,17,30,7116.47,15.572144420131291,4764,253,369,158.8,0,4,5,5,455,14,Champion
12475.0,54,1,723.38,20.093888888888888,535,36,54,535.0,0,3,1,3,313,7,About to sleep
12476.0,1,20,6546.58,24.797651515151514,2337,177,361,116.85,0,5,5,5,555,15,Champion
12477.0,23,9,13117.01,42.58769480519481,3620,192,312,402.22222222222223,0,4,5,5,455,14,Champion
12478.0,4,1,680.99,18.91638888888889,236,36,4,236.0,0,5,1,3,513,9,Promising
12479.0,4,3,477.3,13.637142857142855,351,31,11,117.0,0,5,3,3,533,11,Potential Loyalist
12480.0,28,4,3281.63,21.309285714285718,1707,129,336,426.75,0,4,4,5,445,13,Champion
12481.0,23,11,5590.86,25.646146788990823,3290,150,366,299.09090909090907,0,4,5,5,455,14,Champion
12483.0,17,13,2327.13,28.73,1097,46,339,84.38461538461539,0,4,5,5,455,14,Champion
12484.0,33,8,4495.27,12.843628571428573,2185,256,336,273.125,0,3,5,5,355,13,Loyal Customer
12488.0,10,3,1298.66,23.612,529,46,76,176.33333333333334,0,5,3,4,534,12,Potential Loyalist
12489.0,336,1,334.93,22.328666666666667,105,15,336,105.0,0,1,1,2,112,4,Lost Customers
12490.0,5,10,5417.93,22.114,3064,131,330,306.4,0,5,5,5,555,15,Champion
12491.0,39,1,460.4,17.70769230769231,260,25,39,260.0,0,3,1,2,312,6,About to sleep
12492.0,63,2,263.21000000000004,13.160500000000004,192,19,105,96.0,0,3,2,2,322,7,About to sleep
12493.0,166,3,416.79,18.121304347826086,206,20,197,68.66666666666667,0,2,3,2,232,7,Needs Attention
12494.0,10,13,1139.35,13.563690476190478,690,63,366,53.07692307692308,0,5,5,4,554,14,Champion
12497.0,82,1,1043.1,74.50714285714285,1236,14,82,1236.0,0,2,1,4,214,7,Needs Attention
12498.0,21,3,403.7000000000001,17.55217391304348,159,21,58,53.0,0,4,3,2,432,9,Needs Attention
12500.0,23,13,4206.27,64.71184615384617,2671,34,334,205.46153846153845,0,4,5,5,455,14,Champion
12501.0,315,2,2089.68,13.0605,1722,149,337,861.0,0,1,2,5,125,8,Needs Attention
12502.0,96,5,3723.87,25.332448979591835,820,102,310,164.0,0,2,4,5,245,11,At Risk
12503.0,338,1,-1126.0,-1126.0,-1,1,338,-1.0,0,1,1,1,111,3,Lost Customers
12504.0,18,4,114.0,7.6,51,6,30,12.75,0,4,4,1,441,9,Loyal Customer
12505.0,301,1,-4.5,-4.5,-1,1,301,-1.0,0,1,1,1,111,3,Lost Customers
12506.0,233,1,73.5,3.1956521739130435,23,23,233,23.0,0,1,1,1,111,3,Lost Customers
12507.0,134,4,1258.06,54.69826086956522,894,19,299,223.5,0,2,4,4,244,10,At Risk
12508.0,26,2,398.27,5.772028985507246,272,57,29,136.0,0,4,2,2,422,8,New Customer
12509.0,284,1,176.5,25.214285714285715,55,7,284,55.0,0,1,1,1,111,3,Lost Customers
12510.0,143,2,982.57,29.774848484848484,353,29,325,176.5,0,2,2,4,224,8,Needs Attention
12512.0,66,2,138.03,4.059705882352941,99,31,66,49.5,0,3,2,1,321,6,About to sleep
12513.0,85,2,586.79,16.299722222222222,456,35,113,228.0,0,2,2,3,223,7,Needs Attention
12514.0,267,1,1017.68,19.954509803921567,440,51,267,440.0,0,1,1,4,114,6,Needs Attention
12515.0,353,1,383.7,23.98125,131,16,353,131.0,0,1,1,2,112,4,Lost Customers
12516.0,78,2,1312.06,50.46384615384615,875,20,181,437.5,0,2,2,4,224,8,Needs Attention
12517.0,28,6,2464.89,8.618496503496504,1348,232,190,224.66666666666663,0,4,4,5,445,13,Champion
12518.0,1,5,2056.89,16.58782258064516,1318,84,110,263.6,0,5,4,5,545,14,Champion
12519.0,64,1,340.84,18.935555555555556,183,17,64,183.0,0,3,1,2,312,6,About to sleep
12520.0,79,6,2582.51,16.66135483870968,1430,121,274,238.33333333333331,0,2,4,5,245,11,At Risk
12521.0,143,1,599.68,15.781052631578946,309,38,143,309.0,0,2,1,3,213,6,Needs Attention
12522.0,39,2,192.72,16.06,194,11,51,97.0,0,3,2,1,321,6,About to sleep
12523.0,2,13,1745.57,15.86881818181818,861,84,332,66.23076923076923,0,5,5,4,554,14,Champion
12524.0,9,8,4485.72,31.15083333333333,3699,113,334,462.375,0,5,5,5,555,15,Champion
12526.0,1,3,1316.66,18.54450704225352,632,64,94,210.66666666666663,0,5,3,4,534,12,Potential Loyalist
12527.0,82,3,348.71000000000004,19.37277777777778,234,18,326,78.0,0,2,3,2,232,7,Needs Attention
12528.0,9,8,1922.28,20.234526315789477,750,50,313,93.75,0,5,5,4,554,14,Champion
12530.0,60,5,1623.63,23.876911764705884,900,51,337,180.0,0,3,4,4,344,11,Loyal Customer
12531.0,15,1,125.22,7.365882352941177,45,17,15,45.0,0,4,1,1,411,6,New Customer
12532.0,30,1,349.83000000000004,21.864375000000003,153,16,30,153.0,0,4,1,2,412,7,New Customer
12534.0,131,1,1089.18,17.28857142857143,651,63,131,651.0,0,2,1,4,214,7,Needs Attention
12535.0,92,2,716.35,21.069117647058825,219,28,187,109.5,0,2,2,3,223,7,Needs Attention
12536.0,8,5,4106.82,15.043296703296702,2652,260,59,530.4,0,5,4,5,545,14,Champion
12538.0,29,1,363.95,17.33095238095238,191,21,29,191.0,0,4,1,2,412,7,New Customer
12539.0,22,5,3852.5,14.06021897810219,2066,158,334,413.2,0,4,4,5,445,13,Champion
12540.0,20,19,13309.04,27.669521829521827,6677,278,362,351.42105263157896,0,4,5,5,455,14,Champion
12541.0,30,3,981.18,18.868846153846157,680,46,281,226.66666666666663,0,4,3,4,434,11,Potential Loyalist
12544.0,30,2,355.7,17.785,132,19,36,66.0,0,4,2,2,422,8,New Customer
12545.0,75,2,1000.39,20.0078,523,42,260,261.5,0,2,2,4,224,8,Needs Attention
12546.0,47,3,1141.5,16.307142857142857,617,59,78,205.66666666666663,0,3,3,4,334,10,Potential Loyalist
12547.0,198,2,207.8,25.975,134,7,281,67.0,0,1,2,1,121,4,Lost Customers
12548.0,166,1,95.2,19.04,49,5,166,49.0,0,2,1,1,211,4,Lost Customers
12550.0,79,1,964.83,16.92684210526316,569,57,79,569.0,0,2,1,4,214,7,Needs Attention
12551.0,358,1,168.0,16.8,100,10,358,100.0,0,1,1,1,111,3,Lost Customers
12552.0,39,2,437.82,21.891,88,20,40,44.0,0,3,2,2,322,7,About to sleep
12553.0,8,14,3652.25,18.633928571428573,1924,95,330,137.42857142857142,0,5,5,5,555,15,Champion
12556.0,50,2,603.71,4.989338842975207,358,100,151,179.0,0,3,2,3,323,8,Potential Loyalist
12557.0,16,5,11990.96,363.36242424242425,4384,15,372,876.8,0,4,4,5,445,13,Champion
12559.0,311,3,536.21,24.37318181818182,281,21,320,93.66666666666669,0,1,3,3,133,7,At Risk
12560.0,5,4,2101.39,18.93144144144144,1078,92,143,269.5,0,5,4,5,545,14,Champion
12561.0,303,1,238.85,14.928125,177,16,303,177.0,0,1,1,1,111,3,Lost Customers
12562.0,8,7,3781.74,22.510357142857146,1779,99,199,254.14285714285717,0,5,4,5,545,14,Champion
12564.0,261,1,456.9,21.757142857142856,133,21,261,133.0,0,1,1,2,112,4,Lost Customers
12565.0,282,2,131.17,13.117,75,9,289,37.5,0,1,2,1,121,4,Lost Customers
12566.0,73,2,346.7,17.335,264,19,86,132.0,0,2,2,2,222,6,Lost Customers
12567.0,23,11,9114.94,19.68669546436285,4089,323,370,371.7272727272728,0,4,5,5,455,14,Champion
12569.0,2,35,4064.99,21.282670157068065,1793,92,252,51.22857142857143,0,5,5,5,555,15,Champion
12571.0,40,2,519.61,15.28264705882353,523,31,122,261.5,0,3,2,3,323,8,Potential Loyalist
12572.0,9,3,1004.72,16.205161290322582,450,53,52,150.0,0,5,3,4,534,12,Potential Loyalist
12573.0,227,1,160.54000000000002,5.733571428571429,84,26,227,84.0,0,1,1,1,111,3,Lost Customers
12574.0,316,1,218.45,19.85909090909091,61,11,316,61.0,0,1,1,1,111,3,Lost Customers
12576.0,36,6,1306.98,14.685168539325844,964,72,305,160.66666666666666,0,3,4,4,344,11,Loyal Customer
12577.0,35,4,595.4,4.022972972972973,466,137,359,116.5,0,3,4,3,343,10,Loyal Customer
12578.0,21,4,2753.36,22.944666666666667,1171,112,339,292.75,0,4,4,5,445,13,Champion
12579.0,73,3,410.72,13.249032258064515,278,29,78,92.66666666666669,0,2,3,2,232,7,Needs Attention
12580.0,247,1,415.7,17.320833333333333,238,24,247,238.0,0,1,1,2,112,4,Lost Customers
12581.0,40,1,197.71,13.180666666666667,161,15,40,161.0,0,3,1,1,311,5,About to sleep
12582.0,239,2,511.36,23.24363636363637,300,21,289,150.0,0,1,2,3,123,6,Needs Attention
12583.0,3,18,7187.34,28.634820717131475,5009,115,374,278.27777777777777,0,5,5,5,555,15,Champion
12584.0,4,18,1893.95,15.031349206349208,354,44,280,19.666666666666668,0,5,5,4,554,14,Champion
12585.0,234,4,1982.81,20.441340206185565,1258,77,351,314.5,0,1,4,4,144,9,At Risk
12586.0,17,2,179.94000000000003,14.995000000000005,77,12,369,38.5,0,4,2,1,421,7,New Customer
12587.0,8,1,144.0,36.0,51,4,8,51.0,0,5,1,1,511,7,New Customer
12588.0,39,1,214.9,21.49,53,10,39,53.0,0,3,1,1,311,5,About to sleep
12589.0,29,2,646.68,18.47657142857143,306,29,145,153.0,0,4,2,3,423,9,Potential Loyalist
12590.0,190,3,9861.38,140.87685714285712,4279,68,211,1426.3333333333333,0,1,3,5,135,9,At Risk
12591.0,317,1,452.85,17.41730769230769,228,26,317,228.0,0,1,1,2,112,4,Lost Customers
12592.0,92,2,437.6,24.311111111111117,290,11,213,145.0,0,2,2,2,222,6,Lost Customers
12593.0,109,3,418.1,19.909523809523808,206,14,219,68.66666666666667,0,2,3,2,232,7,Needs Attention
12594.0,38,11,3320.2200000000003,27.901008403361345,1776,50,323,161.45454545454547,0,3,5,5,355,13,Loyal Customer
12596.0,51,2,618.27,22.898888888888887,474,25,242,237.0,0,3,2,3,323,8,Potential Loyalist
12597.0,19,5,3683.13,17.21088785046729,2187,184,268,437.4,0,4,4,5,445,13,Champion
12598.0,10,9,3002.68,22.57654135338346,1940,84,285,215.55555555555557,0,5,5,5,555,15,Champion
12599.0,29,7,1032.58,16.654516129032256,956,32,304,136.57142857142858,0,4,4,4,444,12,Champion
12600.0,29,11,2581.04,39.70830769230769,773,32,371,70.27272727272727,0,4,5,5,455,14,Champion
12601.0,190,6,569.5600000000001,19.64,244,21,333,40.66666666666666,0,1,4,3,143,8,At Risk
12602.0,59,1,153.12,12.76,162,12,59,162.0,0,3,1,1,311,5,About to sleep
12603.0,22,1,739.1999999999999,246.4,64,3,22,64.0,0,4,1,3,413,8,Promising
12604.0,79,2,254.18,15.88625,201,15,262,100.5,0,2,2,2,222,6,Lost Customers
12605.0,365,1,-7.5,-2.5,-4,3,365,-4.0,0,1,1,1,111,3,Lost Customers
12609.0,78,3,1126.85,18.78083333333333,648,57,318,216.0,0,2,3,4,234,9,At Risk
12610.0,23,7,2057.99,18.54045045045045,1028,85,126,146.85714285714286,0,4,4,5,445,13,Champion
12611.0,52,1,1193.32,18.35876923076923,846,65,52,846.0,0,3,1,4,314,8,About to sleep
12612.0,58,2,643.59,30.64714285714286,251,19,74,125.5,0,3,2,3,323,8,Potential Loyalist
12613.0,31,6,3218.98,19.748343558282208,1596,124,262,266.0,0,4,4,5,445,13,Champion
12614.0,278,1,315.6,15.78,76,20,278,76.0,0,1,1,2,112,4,Lost Customers
12615.0,2,4,2291.19,21.820857142857143,1376,82,168,344.0,0,5,4,5,545,14,Champion
12616.0,85,5,657.25,18.256944444444443,273,25,297,54.6,0,2,4,3,243,9,At Risk
12617.0,29,1,355.53,8.465,213,39,29,213.0,0,4,1,2,412,7,New Customer
12618.0,22,1,177.31,16.11909090909091,96,11,22,96.0,0,4,1,1,411,6,New Customer
12619.0,16,13,3214.81,33.840105263157895,3354,50,253,258.0,0,4,5,5,455,14,Champion
12620.0,15,3,1339.41,14.558804347826088,1181,89,205,393.6666666666667,0,4,3,4,434,11,Potential Loyalist
12621.0,2,23,13612.07,28.717447257383967,7404,261,366,321.9130434782609,0,5,5,5,555,15,Champion
12622.0,232,1,180.1,16.37272727272727,69,11,232,69.0,0,1,1,1,111,3,Lost Customers
12623.0,276,1,305.1,16.950000000000003,191,18,276,191.0,0,1,1,2,112,4,Lost Customers
12624.0,106,2,641.13,16.87184210526316,355,36,178,177.5,0,2,2,3,223,7,Needs Attention
12625.0,212,3,2614.32,28.72879120879121,1577,74,319,525.6666666666666,0,1,3,5,135,9,At Risk
12626.0,23,13,6388.35,20.808957654723127,3350,232,327,257.6923076923077,0,4,5,5,455,14,Champion
12627.0,11,7,4478.53,19.47186956521739,2752,162,140,393.1428571428572,0,5,4,5,545,14,Champion
12628.0,4,4,769.61,17.897906976744185,445,34,65,111.25,0,5,4,3,543,12,Loyal Customer
12630.0,10,2,1270.88,19.8575,548,60,44,274.0,0,5,2,4,524,11,Potential Loyalist
12631.0,57,1,640.5,20.661290322580644,236,31,57,236.0,0,3,1,3,313,7,About to sleep
12633.0,59,5,2140.63,20.782815533980585,1149,73,288,229.8,0,3,4,5,345,12,Loyal Customer
12635.0,90,2,1689.18,16.724554455445546,1172,96,155,586.0,0,2,2,4,224,8,Needs Attention
12637.0,67,10,5953.25,15.10977157360406,2990,205,324,299.0,0,3,5,5,355,13,Loyal Customer
12638.0,33,1,671.69,17.222820512820515,577,39,33,577.0,0,3,1,3,313,7,About to sleep
12639.0,239,1,486.1,22.095454545454547,201,22,239,201.0,0,1,1,3,113,5,Needs Attention
12640.0,24,3,1174.58,22.16188679245283,311,47,82,103.66666666666669,0,4,3,4,434,11,Potential Loyalist
12641.0,115,1,185.9,18.59,72,10,115,72.0,0,2,1,1,211,4,Lost Customers
12642.0,25,3,1013.26,21.55872340425532,552,39,108,184.0,0,4,3,4,434,11,Potential Loyalist
12643.0,128,6,3344.64,139.36,1808,11,333,301.3333333333333,0,2,4,5,245,11,At Risk
12644.0,130,1,477.91,15.416451612903227,325,31,130,325.0,0,2,1,3,213,6,Needs Attention
12645.0,34,5,1755.38,23.721351351351352,1072,58,316,214.4,0,3,4,4,344,11,Loyal Customer
12646.0,5,2,1346.97,29.932666666666663,897,43,49,448.5,0,5,2,4,524,11,Potential Loyalist
12647.0,22,13,3669.92,28.67125,1420,79,369,109.23076923076924,0,4,5,5,455,14,Champion
12648.0,155,1,318.05,15.145238095238096,160,21,155,160.0,0,2,1,2,212,5,Lost Customers
12649.0,107,4,603.71,18.294242424242427,574,30,365,143.5,0,2,4,3,243,9,At Risk
12650.0,3,1,314.44,15.722,254,20,3,254.0,0,5,1,2,512,8,New Customer
12651.0,335,1,114.0,12.666666666666666,78,9,335,78.0,0,1,1,1,111,3,Lost Customers
12652.0,322,2,914.53,17.931960784313723,502,48,331,251.0,0,1,2,4,124,7,Needs Attention
12653.0,149,2,2209.85,51.391860465116274,919,37,297,459.5,0,2,2,5,225,9,Needs Attention
12654.0,11,5,601.98,15.841578947368422,264,31,295,52.8,0,5,4,3,543,12,Loyal Customer
12656.0,17,8,3982.72,30.63630769230769,1708,89,243,213.5,0,4,5,5,455,14,Champion
12657.0,11,5,1152.06,20.5725,654,35,79,130.8,0,5,4,4,544,13,Champion
12658.0,19,1,686.05,19.056944444444444,320,36,19,320.0,0,4,1,3,413,8,Promising
12659.0,30,1,91.68,18.336,105,5,30,105.0,0,4,1,1,411,6,New Customer
12660.0,11,1,245.1,18.853846153846156,127,13,11,127.0,0,5,1,2,512,8,New Customer
12662.0,1,12,3817.08,16.45293103448276,2040,129,373,170.0,0,5,5,5,555,15,Champion
12664.0,8,10,4863.88,127.99684210526316,1202,10,323,120.2,0,5,5,5,555,15,Champion
12665.0,325,2,61.75,15.4375,36,3,332,18.0,0,1,2,1,121,4,Lost Customers
12666.0,359,1,-227.44,-113.72,-56,2,359,-56.0,0,1,1,1,111,3,Lost Customers
12667.0,58,1,620.13,18.791818181818183,395,33,58,395.0,0,3,1,3,313,7,About to sleep
12668.0,7,6,3743.18,22.280833333333334,1595,115,356,265.8333333333333,0,5,4,5,545,14,Champion
12669.0,151,4,1607.73,15.762058823529411,1114,98,257,278.5,0,2,4,4,244,10,At Risk
12670.0,10,6,2986.15,31.767553191489363,1391,58,233,231.83333333333331,0,5,4,5,545,14,Champion
12672.0,330,1,225.9,22.59,78,10,330,78.0,0,1,1,1,111,3,Lost Customers
12673.0,5,2,610.52,14.536190476190477,351,42,327,175.5,0,5,2,3,523,10,Potential Loyalist
12674.0,12,7,1919.31,21.09131868131868,1102,52,208,157.42857142857142,0,4,4,4,444,12,Champion
12676.0,25,6,1331.39,29.58644444444445,670,33,311,111.66666666666669,0,4,4,4,444,12,Champion
12678.0,42,13,17588.26,105.3189221556886,10899,105,354,838.3846153846154,0,3,5,5,355,13,Loyal Customer
12679.0,52,9,1058.67,18.90482142857143,530,45,284,58.888888888888886,0,3,5,4,354,12,Loyal Customer
12680.0,1,4,862.81,16.592499999999998,443,33,113,110.75,0,5,4,3,543,12,Loyal Customer
